Hybridization REF	TCGA-AA-A00K-01A-02R-A002-07
ZBTB48	-0.397
BUD31	-0.793
PABPC5	-0.585
CCDC41	0.2115
FBXO11	-0.43
C6orf148	-2.151
RFXAP	-0.93025
C6orf15	-0.0841666666666667
CDK8	0.214666666666667
C6orf70	-0.3875
TESSP2	0.647
ALG2	0.47125
PPP1R3D	0.8935
TPM3	0.726777777777778
SYT13	0.92575
EPB42	-1.5105
CETN3	-1.3945
PRY	-0.6115
NTHL1	0.337666666666667
POLR2B	-0.1095
RPS28	0.469166666666667
P2RX3	0.34075
LYZL4	0.2405
WBP4	-0.3079
PMM1	0.08575
C11orf79	-0.09025
CBLL1	-0.5625
IL1F10	0.283
VAX2	-1.5495
SETDB1	-0.434
LRAP	-1.595
GCLM	-0.198333333333333
CPEB3	-0.09775
PPM1A	0.227
INTS1	-0.455
CAMTA1	-0.3015
SAMSN1	-2.4915
LOC158830	-0.554333333333333
GMPPA	0.38375
AIPL1	0.12275
IL24	-0.16
BDKRB1	-0.366
MLF1	-2.711
TAF12	-0.6865
ID1	-0.1795
THADA	-0.275625
PIK3CB	-0.23475
OR4N5	0.195
TBC1D17	0.435333333333333
COX8A	-0.24225
CDCA4	-0.559
C2orf44	-0.91325
ZNF534	-0.67775
IMMP1L	-0.2595
NIPSNAP3B	-0.5995
FTMT	0.148125
PWP2	-0.250166666666667
MMP15	1.5448
DNAH11	-2.0795
MTMR14	-0.0745
DNAL4	-0.724
IPP	0.741
TMEM59	0.41875
C1orf157	0.579
RGS4	-1.885
DDX18	-0.013
SNX6	-0.49825
ZNHIT2	0.2585
NCDN	-1.14633333333333
FLJ33534	-1.07325
RAG1	-1.7245
OR4D10	0.087
PTPN5	-0.4565
POMT1	-0.12375
LRRC8A	0.1932
CYP1A1	-1.664
CAPN1	0.787
DDHD2	-0.537125
GRIK2	-0.09325
GNRHR	0.221
PPBP	1.8785
HTR3A	-0.907625
SLITRK4	-2.9115
ANKRD49	-0.2795
BTF3	-0.1451
SARS	-0.163
C13orf18	5.01966666666667
CACNB1	-0.379357142857143
QKI	-1.58836363636364
SETMAR	0.034
MAN2B1	-0.308666666666667
EML3	-0.94275
ACADL	-1.18283333333333
OFD1	0.341125
DEFB114	0.468
CGA	-3.7976
PEX16	0.235
LRRC10	0.1735
GNG12	0.511
C1orf152	0.589833333333333
CHRM1	0.038
CD53	-0.749875
DBH	-0.608
TFAP2B	-3.492625
HIST1H2BJ	-1.41316666666667
FAM46D	-0.1705
TMEM11	0.03475
C3orf32	-0.808
PCCB	-0.233125
IPO13	-0.0905
C6orf105	0.65825
COMMD5	0.1805
SUV420H1	-0.3179
LTBR	1.953
ARHGAP15	-1.914125
HDHD2	-1.06875
TDRKH	-0.685833333333333
LOC401052	-1.254
PSG4	-1.717
GNB4	-1.6318
SPATA4	-1.09975
SLC9A3	1.6735
OSBP	1.00966666666667
NBPF3	-0.245
DOCK11	1.211
SLC39A5	2.84283333333333
PRR5	1.816
C10orf63	0.25125
SMTNL2	-0.039
ADRA1A	0.329
ASAH1	0.9389
DOM3Z	0.1161
GIPR	1.411
AHI1	0.064
NADSYN1	1.33833333333333
RGS14	-0.9708
IL18BP	0.5566
RTN4RL1	-2.19416666666667
ARMC6	-0.33025
PSMD5	-0.716833333333334
HK3	1.2903
OR4S1	0.2495
RSU1	0.7652
MAD2L1	-0.984666666666667
EIF4A3	-0.56725
DLEC1	-0.606833333333333
E4F1	-0.4395
CHMP2B	0.8693
CAMSAP1	0.0305
RPS21	-0.2305
ARID5A	-0.474
UBE2N	0.7505
IGSF8	0.417
MAGEB6	-0.972
ACAD11	-0.8711
MGC4172	0.32875
LMO4	-0.6295
KLKB1	0.178
HP	-0.8855
HDAC3	-0.27525
SCHIP1	-0.65725
CLCA1	9.997
OLFML2A	0.196125
C1orf112	-1.042
KIF19	1.4645
HAPLN4	-0.1805
CXCR7	-0.534666666666667
GOT2	0.5443
RAB38	-3.864
DCX	-1.8905
PPM1H	1.75316666666667
NFYC	0.827916666666667
KIN	-0.492625
ZNF228	-0.0765
PLSCR4	1.599
HIG2	0.8675
FAM79B	0.799
C21orf86	-0.8993
KCNK10	1.53675
ZNF738	-0.931625
FSTL5	-1.2325
OR6A2	-0.4545
OTOA	0.257666666666667
EXOC1	0.417375
AHRR	-3.483
PDAP1	-0.0819166666666667
C19orf6	-0.347
ZAN	0.2375
LY6G6E	0.256
EIF4E2	0.19525
C20orf198	-0.14625
ZNF324	0.40925
CYP3A5	4.28966666666667
ENTPD7	0.950333333333333
MBOAT5	0.617166666666667
GJB5	-0.8485
TTC13	0.8015
S100Z	-1.5055
KIAA0664	0.317333333333333
PDGFRB	1.06708333333333
IL17D	-0.922
OR56B4	-0.0035
RDX	-4.31166666666667
SLC34A3	1.3165
IL28B	0.8725
JUND	1.02275
CHRNB1	-0.3745
CAMK2B	-1.7535
FETUB	-2.22325
CXorf23	1.851875
MRTO4	0.641625
TTC3	0.4658
NDUFB8	0.273166666666667
EDG2	-4.01325
SEMA3G	-1.13875
IL23A	0.22525
GRHL1	-0.9419
LOC441054	-2.911
WDR65	0.080625
PSTK	-0.6545
STOML3	1.21933333333333
R3HDM2	0.3864
C5	-3.121
SLC2A10	0.500666666666667
C3orf22	1.1535
PAQR3	-0.720230769230769
ANKRD26	-0.683166666666667
HCRTR1	0.505
LOC399947	-0.50825
PSD2	-1.691
TIGD2	-0.195666666666667
SCRN1	-3.64725
COQ10A	-0.7655
DDI2	-0.0055
METTL7B	2.86683333333333
UCN2	1.2535
FAM92A3	0.22175
WDR16	1.952
ZNF511	1.5485
ZMYM5	-0.980875
POLR3G	-1.026
ZNF586	0.3045
C1orf49	0.528166666666667
TANK	-0.2615
RCAN1	-0.335
PELI3	-0.0495
LIMD2	-1.11108333333333
TMEM189	0.8775
NTN4	-1.426
LOC151300	0.5855
CLEC2A	-0.6885
GPR135	-0.380875
DPYSL4	-3.4269
JAK2	-1.07733333333333
TSHZ1	0.486333333333333
TM9SF4	0.15575
ZNF264	0.283
SIRPG	1.025
BICD1	-1.0145
HERC6	1.1595
METTL5	-0.421
CASP1	3.172
PRRT1	-0.872833333333333
PLA2G4C	0.7915
ICA1L	-0.468714285714286
TPTE2	-0.0266666666666667
OTUD7A	2.209
AQP11	-0.37625
APOA2	-3.1683
KALRN	-0.2243
SECTM1	0.153833333333333
IFNAR1	0.17175
TALDO1	0.119375
RAB11FIP4	0.993666666666667
EIF5A	0.8895
FAM49A	1.1225
NEGR1	-0.401666666666667
YTHDC2	-0.324125
EHD2	-1.652125
NCF1	0.7686
SCRT2	3.003
HOXA5	-0.742166666666667
NUP133	-0.49875
FGF12	-1.8353125
SLMO2	0.5635
SNTA1	-0.612875
CACNG2	0.56375
GCM1	0.248125
ELF1	0.374
TLR5	-0.259
TCFL5	-0.96125
RBMY2FP	-1.007
LOC100125556	-0.00962500000000001
FAM129B	0.83275
MAP3K7IP1	-0.457375
NCK2	0.517
OXA1L	-0.4825
FMO9P	0.76
ZSCAN12	-0.4155
PSMD12	-0.159666666666667
HSCB	-0.53225
CLDN10	-3.1075
MGC13053	-0.67
HPCAL4	-1.1425
ASZ1	-1.7245
MEX3D	0.67525
NFAT5	1.1764
CSPG4LYP1	-0.295666666666667
FBXO3	-0.4959
DVL1	-0.126
CMKLR1	1.16433333333333
TYMS	-1.536625
PEF1	0.702
ZNF750	-1.87983333333333
MCM5	0.1077
MEGF11	-0.24475
KCNK7	0.579
PTP4A3	1.321
C1QTNF2	-1.16066666666667
OR6S1	0.165
FAM122B	-0.177
ZNF551	-0.05825
HBQ1	-2.0315
GEMIN6	-0.26125
ARSK	-0.5535
RBP7	-0.532
CPNE9	0.17525
DSC1	0.2335
LOC730112	-0.5245
MAP2K4	0.110375
HS3ST5	-1.5555
EPB41L3	-0.97425
TEKT2	-1.32675
CDKN2B	-0.510583333333333
ZNF480	-2.289
MAP3K6	-0.0772
MAP6	0.385166666666667
HN1	0.8339
OR2L13	0.0473333333333333
SLC16A11	0.265
FAM96A	-0.32625
APOL1	2.128
C5orf32	0.852
RTP1	-0.462666666666667
RNF175	-2.20625
ZBTB41	-0.097625
AHCTF1	0.0344
SAE2	0.4705
ITGA2	2.07166666666667
MME	-1.811
CCDC14	-0.1565
MAST4	-0.189571428571429
KRT33B	-0.6585
KCTD2	-0.775
WDR26	-0.583583333333333
MFI2	1.188125
NR4A3	0.019875
ARSA	0.94325
UNKL	-1.3405
SULT6B1	0.342
CCNA2	-0.681833333333333
SOX15	-0.0925
PPAPDC1B	0.542
C19orf44	-0.256
MCAT	1.40858333333333
ARID1B	-0.088625
OR52N1	0.334
C12orf48	0.449
MAGI1	0.035625
NIPA2	-0.15475
GBX2	-2.07675
RSHL3	-0.282125
RAVER1	1.227
C15orf17	-0.32525
SLC30A2	1.5975
ZNF518	0.56775
PCYT1B	-1.79425
C10orf114	-1.92225
EIF3H	0.3395
SLC25A39	0.1155
KIF1B	0.059375
AMOTL2	-0.566
C6orf120	0.178
PSRC1	-1.04825
PLA2G10	3.67225
KIF5C	-0.26325
MRPL37	0.0755
C17orf62	-0.4575
C9orf135	-1.6015
DUSP10	0.1902
CLCNKB	-0.041
PSMA5	0.315375
C8orf53	0.5015
AMPD3	0.669
PIAS1	-0.12375
ADCYAP1R1	-0.5335
GYLTL1B	1.1355
CDH20	0.163666666666667
FBXO7	-0.472
TMEM134	-0.0818333333333333
FLJ14213	2.92133333333333
ZNF3	-0.216
LRRFIP1	0.378916666666667
CNOT2	0.323083333333333
ABI3	1.673
ALDH5A1	0.41425
HNT	1.7621
SERPINA4	-2.7775
TK2	-0.385083333333333
STMN1	-1.44855555555556
GUCA2A	2.886
GALNT10	0.0990714285714286
DPP6	-0.3118
C9orf93	-0.092625
PRELID2	1.6155
STK39	0.966125
SFTPA1	-1.224
CKS2	-0.305888888888889
RHO	0.2745
C20orf135	0.0515
XKR3	-3.444
CR1	0.021625
RPS6KA2	-0.0456428571428572
C20orf112	0.857
MRPL22	-0.29325
C4orf23	0.255166666666667
GADD45B	-0.36875
KLHDC1	-0.814333333333333
C2orf48	-1.6015
ZNF287	-1.8505
DAAM2	-1.6305
DPPA2	-3.52383333333333
TCTN3	-0.0538333333333334
DNAJB11	0.396625
FPR1	1.95325
DEFB4	3.5755
PTCD2	-0.6847
SMOC2	3.916
CABP7	0.452
SERPINB11	0.2805
MAGEF1	-1.12025
NDE1	0.039
ITGA10	0.206
FSHB	-0.119
ANXA2	0.225625
HORMAD2	-0.104
HLCS	-0.33275
MCF2L	1.0295
FH	-0.376875
TBC1D24	0.33225
KIAA1505	1.1225
LGALS2	3.06375
CNBD1	0.408
SYNPO2L	-0.1325
PTPN23	-0.0127857142857143
C1orf183	0.3485
MAGEA8	-2.41225
DGCR8	-0.333
GSR	1.0235
PAQR7	-0.096
ZNF676	-2.0015
CACNA1C	0.1977
SP7	0.835
PDCD6	-0.632
NRN1L	-1.332
BRI3BP	2.18825
KIAA1183	-0.08925
ASB4	0.162
CCL23	1.5597
OBSL1	-2.812875
SLC12A7	0.509583333333333
KIAA0240	0.184625
CD1B	-2.69416666666667
FCGR2A	0.890375
MDC1	-1.18025
HTR1A	0.684833333333333
OCEL1	-0.388
ATP11B	0.0890625
FBXO34	1.56266666666667
PCDH12	2.80433333333333
RPE	-0.46825
C17orf74	0.3465
CSDC2	0.408833333333333
PET112L	-0.1265
TMBIM1	0.192625
P2RXL1	-0.49575
TCHP	0.037
TRMT1	-0.232
F2RL2	-1.33933333333333
LRRC32	2.31516666666667
IMPG2	-0.545
BGLAP	-1.1485
LOC493869	-3.0255
MRAS	-0.08925
SLC35F5	0.366
CBWD1	-0.546
AXL	-2.526625
ATP2C2	4.1815
TELO2	-0.51425
PNPLA3	-0.50525
PCDHB14	-0.31775
CD276	0.215
KRT80	-0.36375
DUSP28	-0.152
CSNK1E	0.03675
SRP14	-0.2995
KCNQ4	-0.3395
KRT72	-0.00466666666666665
CCDC117	-0.264375
C6orf89	-0.217666666666667
TUBB2B	-1.6425
RTN4IP1	-0.2075
CR1L	-4.09833333333333
CEND1	0.839625
C12orf41	-0.2935
RNF31	-0.50875
UBN1	-0.2815
C17orf32	-0.40725
SLC5A7	0.3885
GPR92	2.81733333333333
ESAM	1.8565
CTNNA1	0.465
HRBL	0.7067
CBX4	-0.64375
TMEM182	-0.98175
SH3TC2	-1.01816666666667
IL10	0.3346
PXMP4	0.813
RNF167	0.0672
PAK7	0.661666666666667
ETV3	-0.0995
ATPIF1	0.487
LOC554207	-2.155
OR8H1	0.0895
WDFY3	-0.0525
DPM1	-0.719
GPSM1	-0.617
WDR92	0.1489
LRP1	1.67366666666667
ANKH	0.112125
THUMPD3	-1.02725
POLR1B	-0.00425
OLFM4	10.216
RAD9B	0.04825
TSPY2	-3.3415
PAX6	-1.33183333333333
SCG2	-2.58875
SLC17A6	0.21
FMO3	1.407125
PADI4	0.084
TUBB4	-0.5936
NLK	-1.06825
POU4F3	-0.2525
SDF4	0.092
ITGBL1	-1.29383333333333
NETO1	-2.348125
TAP2	0.597
ABBA-1	0.350416666666667
GNAI1	0.20525
VPS4B	0.5335
NOPE	-0.5769
GALNT6	2.92183333333333
SESN1	-0.238125
GBE1	-1.47222222222222
CLASP1	-0.135
RASGEF1B	0.201375
ACOT11	1.64535714285714
AFAP1	0.284
OR2H2	0.32525
DPY19L2P1	-1.955
DZIP1	-2.95275
SEC22C	-1.27725
GPR161	-1.205
RNF146	-0.4045
WDR74	-0.2525
GALP	0.105
PURA	0.739
DNPEP	0.959916666666667
RP11-78J21.1	-0.65075
ERBB2	1.179625
FANCM	-0.441166666666667
NEO1	2.02583333333333
DDX3Y	0.0241
RPS3A	0.453
MXRA7	-0.227071428571429
LGALS3	2.18683333333333
GLT8D1	-0.89925
CFL2	-2.07816666666667
UPB1	-0.082
NAP1L5	-1.066
CLDN14	3.66275
DHX38	-0.16175
BTBD1	-0.36275
TARS2	0.1795
ABCF1	-0.2903
FCF1	-0.5435
LRRC49	0.46325
GUCY1B2	-2.3355
C1orf177	0.590166666666667
SMARCA4	-0.581428571428572
LRP8	-0.326333333333333
TAGLN3	-1.41225
MRPL14	0.117
TTRAP	1.31875
ZDHHC20	0.454
NFE2L3	1.28325
KIAA1377	-0.1585
PALMD	-1.1396
TMEM43	-0.6995
TTL	-1.37375
STAT5B	-0.5665
SSB	-0.51275
OR10H5	-0.274
SLC22A13	0.27625
AKAP3	-1.52525
TIMM23	-0.0515
OAS2	1.98375
KIAA0423	-0.549
TRIM11	0.609333333333333
GLIS3	-0.67425
TMEM50B	0.1145
ARHGEF4	-1.090375
DEGS1	-1.188
TBL1XR1	0.752733333333333
G6PD	-0.89625
SP140	0.4002
MUC17	0.415785714285714
NUDC	-0.2005
DNAJC5B	1.18616666666667
SCARA3	-1.97333333333333
CPA3	6.48866666666667
BCAT2	0.802
MFN1	-0.362
NRG3	-0.1065
SNX11	0.32225
PLEKHH1	1.295
GPR177	-0.153
HCFC2	-0.61575
TCAP	-0.6105
MOCOS	-1.73525
C14orf93	-0.647
PRDM10	-0.0921666666666667
SLC16A4	-0.653666666666667
SRGAP1	-0.072
VIP	3.88525
DUSP27	5.64983333333333
LILRA1	-0.0441
MC2R	0.0865
MGC24103	-2.3035
MBTD1	-0.6675
FUT11	-0.661833333333333
USP33	-0.114
C15orf39	-0.42175
MAP3K12	-0.7565
PAAF1	-0.615166666666667
BARHL1	0.1555
FLJ16165	0.0895
PIWIL2	0.92375
SYNE1	-0.398833333333333
CMTM4	1.53775
TSPYL1	-0.1789
GUF1	0.052
TMEM157	0.7385
WDR44	0.7015
HIST1H3C	-0.59925
DKFZp666G057	-1.29866666666667
RNPEP	0.4305
GAS2L2	-0.347
ADH4	-2.11425
GRPR	-0.170166666666667
FBXL17	2.63975
ZBTB10	0.301333333333333
Gcom1	0.0893333333333334
HTRA1	-0.2244
ZNF585A	-0.157166666666667
SLC26A2	2.16292857142857
OTOP3	0.4595
WISP1	0.417888888888889
ATP2B4	-0.970916666666667
FLJ10769	0.1495
CRAMP1L	-0.249125
CHST12	-1.4195
RAB22A	0.410666666666667
TARDBP	-0.154285714285714
STAU1	-0.06125
CRB3	2.9485
MIG7	-1.453
CHMP1A	0.214
ZNF160	-0.145
B3GALT6	-0.261125
BARX1	-1.509
C6orf167	-0.940375
NXNL1	0.626
DHX29	-0.32525
HADHB	-0.4325
PLXNB2	0.725625
ILDR1	0.19075
SLC15A3	1.2155
GAS2	-1.68266666666667
C20orf69	-0.85775
NUMB	0.19775
TNIP1	1.021625
MESP1	0.490166666666667
PSKH1	-0.27925
NSFL1C	0.535375
RHOG	0.18425
HEY1	-3.16016666666667
KNG1	0.2585
ITGAX	1.2416
LIN9	-0.496833333333333
CANT1	1.2045
XRN1	0.141428571428571
CCDC96	0.0563
HEATR6	-1.62966666666667
GNG7	-1.1945
RUNX2	0.220375
SOX1	0.618833333333333
FCRL5	1.3195
ZNF99	-1.372625
FAM9A	0.611
SNX22	0.851333333333333
MBNL3	-2.28066666666667
ODC1	0.172
ADORA2B	0.708
NR2F6	0.61075
ZFYVE16	-0.775888888888889
SYNJ2BP	0.6708
POLE	-0.085625
E2F2	-0.155375
THRA	0.268666666666667
PTGES2	0.1925
HIP1R	1.322
TMUB1	0.00483333333333332
ENO3	-2.1455
RSPH10B	-0.492
CXorf39	1.78475
IRGC	0.1515
GPR109B	-1.31575
FLJ13305	-1.127
LCE3A	-0.176
TNFRSF18	-1.40533333333333
DET1	0.17675
TRPM3	-0.398
C16orf79	-0.7745
FECH	-1.396
RAP2A	-0.486666666666667
CRIP1	-1.06733333333333
AZIN1	-0.0425
SLC7A7	4.1965
IL10RA	0.00730000000000001
TMEM64	-1.86375
CDC42EP4	0.3724
C16orf58	-0.2279
ARG2	0.079
POU5F1P4	-2.67125
FAM62B	-0.514375
DNAH8	-2.4599
ASH2L	-0.33525
TSLP	-2.37116666666667
CNTNAP5	-0.395
TMEM16C	1.21125
IFNA14	1.1165
SLC1A3	-1.7725
CABYR	-1.1645
BCL7B	-0.2355
NUDT13	-1.33983333333333
C13orf28	-0.18825
C1orf53	0.0785
ARL6IP4	0.5155
RPL35A	-0.09025
EMR3	0.61425
RAB40C	0.4245
SLC41A1	-1.72966666666667
LRCH1	0.26
LY6G5B	-0.521
FAM124A	-0.773857142857143
MGC10981	-4.13083333333333
CLIP3	-0.6742
MAP4K2	-2.1245
CHIC1	0.0395
SULF1	2.43016666666667
C20orf30	-0.249357142857143
PRDM5	-1.11375
ELOVL1	0.2305
C11orf48	-0.12075
SLC39A10	-0.3585
KCNV1	4.46875
ACP1	-0.386833333333333
ZMYM2	-0.25525
B3GNT6	3.29033333333333
C9orf69	0.489
C2orf15	1.01025
C20orf166	0.271
HSP90AA6P	0.0685
EDG7	-0.5755
NEURL	1.66725
LPL	-0.854833333333333
CLEC2D	-0.9555
GRRP1	0.6925
CD8B	-2.6356
HIST1H3D	-0.777666666666667
SLC6A12	1.257375
FAM27L	-0.1425
CD84	0.5107
RASA1	-0.348
PHKG1	-0.0665
MAGEA11	-1.7775
IMPA1	-0.0507
NPM3	0.42975
RARRES1	1.62875
SH3BP1	1.47575
B3GNTL1	0.0975
ARPC5L	-0.104333333333333
KLHL26	-0.4835
SIM2	0.292
GJC1	1.445
C20orf194	-1.226
EXO1	-1.54475
SLC2A2	-2.17
LOC285074	-0.85775
LRG1	2.441
KIRREL	0.4205
PIK3R1	-0.0222857142857143
C4orf34	-0.99075
MAF	-2.40183333333333
ADCY4	3.509
ZMIZ2	0.6487
SLC46A3	1.13783333333333
STAMBP	-0.181666666666667
CCDC16	0.15725
MS4A12	1.877
TCF20	1.207
LRRC46	-0.44725
C20orf152	-0.79775
MRPS6	-0.495625
ABCB11	0.21
KCNC2	0.364
CDH19	-1.162
C9orf123	-0.0421666666666667
SSH3	0.776625
LDLRAD1	-1.567
CCBE1	-0.93875
ZNF135	-1.30925
TAAR1	0.542
WFDC12	0.323
CCDC42	-0.243
FLJ12529	-0.6605
PER1	-0.872666666666667
TIMM50	0.6735
SMARCAD1	-0.610333333333333
FAM26C	-0.153
TP53TG3	-2.77866666666667
SH3RF1	1.5761
LMCD1	-0.1735
GPR63	-1.2695
FLJ21986	-2.275
AIFM3	4.005
MICAL1	0.551833333333333
BLZF1	-0.529166666666667
IQCA	-1.29316666666667
PCDHGC3	0.2345
SAC	-0.247
BCL6B	1.804
DDO	0.88575
MARCO	5.01775
DCHS1	1.01766666666667
C1orf170	-1.68166666666667
CD200R1	0.142833333333333
C22orf15	-0.1765
SEPT11	0.646
ADNP	-0.48
UST	-2.8998
C13orf34	-0.6345
RFFL	0.728214285714286
APBA3	-0.337
C2orf60	-0.36675
CUTL1	0.1655
PMS1	-0.769
ZNF689	-0.804
EIF3E	0.0681666666666667
IL9	0.0136666666666667
RPL31	-0.468625
LY9	-0.380833333333333
ATP2B3	0.00624999999999999
KDELR2	0.171041666666667
TFCP2	0.789625
NLRP12	-0.90825
FLJ45422	-0.54325
TLE4	-1.4074
ZNF570	-1.9415
FLJ43806	-0.195
TLK2	-0.60225
CIR	0.0865
MARS2	1.186
COL24A1	-0.158
SDF2L1	0.2515
HIBADH	-0.509666666666667
IGFBP3	-2.74064285714286
C12orf23	-0.169625
PSPC1	-0.19725
C20orf43	-0.37325
TRAV20	0.212
ARHGAP24	-0.597875
KIAA1975	-0.939875
C1QA	3.5915
DNTT	-4.94333333333333
C10orf6	-1.01975
C11orf41	-0.76125
HNRPF	0.394375
COL11A1	4.05666666666667
UBAP2	0.4695
CDKN2AIPNL	-0.754
C20orf174	2.127
SPRED2	-0.157
PLA2G12A	0.079
ICEBERG	-1.53816666666667
SCN10A	0.132
C11orf65	-1.77875
GBP5	3.8465
PITPNC1	-0.869666666666667
POU3F3	2.293
NCOA7	1.889875
LIN7C	0.4024
LOC348840	-1.299
NKX2-2	-3.07925
ANKRD13D	0.285875
LOC123688	0.21775
FUT2	4.855
TAAR8	-0.1445
FZD4	-0.826333333333333
PNMA3	-1.43433333333333
OR4L1	0.1055
WIT1	-3.02925
EXOC3L	1.41425
ATPBD4	-0.5846
KRBA1	-3.40725
UBXD6	-0.08625
HOXB7	1.32164285714286
C7orf23	-0.491
UNQ338	3.08725
STAB2	0.96725
CDC20B	0.44225
IRF9	1.30675
CENTG1	0.184
TNPO2	-0.0165
MCPH1	0.072875
BMS1P5	-1.0295
SLC26A7	0.28575
HIST1H3J	0.153
C9orf3	0.0922
LBH	1.67625
MYO1D	2.290875
PTDSS2	-0.199
NFU1	-0.334
DEPDC4	-1.378
WNT7B	-1.1207
GLP2R	-0.592333333333333
SETD4	-0.6511
DYNLT3	-0.1395
FKBP11	-0.685166666666667
SESTD1	-0.170333333333333
FLII	-0.399
RPS16	0.7982
CHPF	0.0768333333333334
CSNK2A1	0.274166666666667
SUMO1P1	-0.71525
FKBP6	-1.5155
ZNF214	-0.735666666666667
TWIST1	-1.5075
DDX56	-0.409666666666667
TRAM1L1	-0.7285
EPO	-2.975
MRPS18B	-0.19
ZNF682	-2.2165
RPL14	-0.325166666666667
MAFF	0.757
LOC51136	-1.03075
LY96	-1.87525
DDX20	-0.1235
ABTB1	0.2145
ARL5A	0.2066
CCT6A	-0.6825
HEPACAM	-2.22966666666667
EHHADH	0.448
RBAK	-0.237666666666667
CGB1	-0.08625
ITGB5	-0.6472
YIPF3	-0.2245
FKBP2	0.122
NR1D1	0.1317
TMEM110	-0.603
NEK2	-0.540666666666667
PRAMEF8	-3.26725
C20orf52	-0.235
PCDHGA3	-1.749
VWA3B	0.09025
NDUFA5	-0.61875
THAP9	-0.88875
FLVCR2	-0.364333333333333
AP1S1	0.573625
SMAD6	-0.529
SAV1	-0.705625
SAT1	2.309
ZNF251	0.22225
ADAMTS7	0.5657
RPP38	0.324
C1orf211	-1.5145
YPEL2	0.74685
RBMS1	-1.9395
ZNF445	-0.532333333333333
NRXN2	0.798166666666667
PGBD4	-0.74475
UGT2B28	0.87125
WBSCR16	-0.3682
NLRC3	-0.1405
ASTL	0.237
ST6GALNAC1	4.313
ZADH2	0.212875
MLLT4	0.51875
ARL6	-0.953333333333333
MEF2C	-0.697
CBFA2T3	-0.893
AFF3	-0.836
COG7	-0.218833333333333
MYB	0.0431666666666667
PLXNA3	0.876
XRCC2	-0.865166666666667
MMS19	-0.420375
ST8SIA5	-1.53125
CHPT1	0.02
KIAA1712	-0.451875
OR6X1	0.163
ACTR3	0.507375
UGCG	-0.0861666666666667
OR4P4	0.484
ZAP70	-2.491
LPP	1.37625
ZNF485	-0.5375
PTPRCAP	-0.153
IL12RB1	0.40375
ATRX	0.0116
CHST8	-2.544125
C14orf109	-0.279
ARV1	-0.5065
NMB	0.104714285714286
COX5A	0.3045
EIF6	0.48925
MPPED2	-2.11833333333333
SEMG1	-1.1445
CHRDL1	0.4405
TRAF3IP2	0.8805
WNK2	0.5575
LILRA4	0.443
LAMA2	3.19975
PXT1	-0.2775
RLBP1	-1.61525
CD300C	-0.643
SLTM	-0.016625
FLJ10404	0.173875
APOBEC3D	-1.08983333333333
RENBP	-0.325333333333333
ATXN7L1	0.019375
NID1	-0.1115
TUBGCP3	-0.640375
ITIH5	0.868166666666667
CCDC110	-0.249
C8A	-3.45025
MGC87042	0.54625
HOXC13	-3.774
TFDP2	-1.05
HCP5	1.654
POLI	-1.80925
UCN	-0.475666666666667
ZNF764	0.313
C8orf45	-0.00150000000000002
FHL3	-0.96175
SPATA5L1	0.2785
MMRN2	2.1035
NDST1	-0.155
COL20A1	-0.350166666666667
ZNF248	-0.852
PELP1	-0.1145
MBL2	-2.8695
RNF41	0.678
C5orf24	0.718625
THOC5	-0.17275
SERINC3	-0.102416666666667
RP11-151A6.2	0.67025
CDCP2	0.529
HIST1H2AA	-0.12725
C11orf75	0.899833333333333
FKBP7	-1.529
DDOST	0.01375
GPNMB	-1.33916666666667
TTF2	-0.216
KCNT1	0.225333333333333
SLC39A14	1.03675
NGRN	-0.5907
GPR137B	0.6625
MECP2	-0.277
PSMA1	-0.3445
C16orf73	-5.467
TMEM60	-0.1215
CSN3	0.6495
NOS1	0.320666666666667
RAB7L1	-0.236
YBX2	1.6
KIAA1166	0.18025
FUBP3	-0.7655
ABCG1	0.719
ACACA	-0.492166666666667
ARL11	0.4359
ATOH1	2.463
ODF1	-0.0531666666666667
CREB3L3	1.5255
TMEM127	0.812
DSCAML1	-0.44625
PLN	3.73633333333333
LYPLA1	-0.104916666666667
PRDM9	-1.91033333333333
SASP	-1.243
PLUNC	0.0925
INTU	-0.79825
HISPPD1	-0.6545
LNPEP	0.500333333333333
YARS2	0.420833333333333
APCDD1L	-1.517
ZCCHC4	-0.4196
FBXO22	-0.793166666666667
TTLL13	0.229
ZNF669	-0.623166666666667
PTGDR	1.90175
DDX27	0.074
KIAA0409	-0.103333333333333
GJB6	0.36
ASB8	1.037
PLP2	1.00966666666667
MEPE	0.342
OR10J5	-0.1025
KRT222P	-0.91475
COQ7	0.247333333333333
C1orf101	-0.0825
RERG	-2.1483
CHMP5	-0.496875
THAP11	-0.188625
ZNF43	-1.91933333333333
ZRANB3	-0.843333333333333
KRT13	-1.55975
MRPL19	-0.086375
RBBP9	-0.386375
SPATA17	-0.389625
BXDC5	-0.345333333333333
PAFAH1B1	-0.55575
MAGEE1	-0.6985
OSTF1	0.11225
KIAA0323	0.210833333333333
TXNDC13	0.227333333333333
CNTN4	0.759
LCE1B	-0.6855
UNQ501	-0.04925
ZNF154	-0.98925
C3orf64	-0.06475
SYT5	0.24
PON1	0.0486666666666666
FLJ10357	0.15225
ATP4A	-1.537
GNPDA1	-0.485166666666667
MGAT1	0.601833333333333
C14orf121	0.12475
SLC35B2	0.2265
MIER3	0.334833333333333
CHEK1	-1.1915
