Hybridization REF	TCGA-A2-A0CP-01A-11R-A034-07
IWS1	-0.390833333333333
PCGF1	-0.71625
SULT1C4	0.4335
NTF5	2.4355
PTPN13	1.44125
SSTR5	0.7455
SFRP1	1.671375
IDH3B	-1.220625
SUOX	1.03533333333333
TMCO5	0.5745
GOLT1B	-1.062
MIB1	0.464785714285714
PCDHGB1	0.357
SUSD1	-0.752
ICAM5	-3.488
PAPOLB	0.653333333333333
URM1	-0.5784
TMEM106B	0.5565
LRIG2	-0.32925
SLC27A5	-0.16875
CLIC6	2.3594
ZNF420	1.19266666666667
SCN9A	-1.1586
KIAA1909	0.10125
ELMOD1	-1.73175
PRKAG1	-0.077
FAM64A	-3.46144444444444
EEF1G	-0.4098
SMAD5	1.7345
INCENP	-2.32425
WASF2	-1.3415
GARS	-1.1712
CDK10	-1.6084
HLX	-0.129
MDM4	-0.56325
ZNRF1	-0.5875
HHATL	-1.06266666666667
FAM21C	0.00409999999999997
HIST2H3C	-0.2665
PFDN2	-0.0925
ZNF200	-0.324
NDN	0.569
HBA2	-1.3995
FBLN5	2.389625
PUM1	0.745071428571429
TNNT1	-0.101
C19orf59	-0.854666666666667
HNRPH2	0.9125
RAB7A	-0.0908333333333333
PMS2	-0.46125
BIRC3	-0.552166666666667
NRSN2	0.020125
OR52K2	0.644333333333333
SPOCK1	1.23485714285714
H2AFY	0.4025
RXRB	-1.43075
ZNF638	0.0408333333333333
ANKRD45	0.4225
ACTN4	-0.2345
FXC1	0.514
EIF2B5	-0.4845
VPS33A	-0.45525
PINK1	0.783
FAM106A	-0.084
SKIP	1.14875
GAPDHS	0.0736666666666667
MUM1L1	5.26725
PSTPIP1	0.46725
CNTNAP1	-1.3952
CYP26A1	-0.939
APOL2	-0.1522
TACC2	0.358571428571429
COX7A2L	0.119857142857143
HSD17B1	2.5281875
ARRB2	-0.41075
SLC7A6	-0.8922
HSD17B10	-0.378
RBJ	0.227
NUP155	-2.35375
MRPL10	-0.389166666666667
CYCS	-1.68591666666667
CCDC46	0.530833333333333
TECTA	0.78
GNAL	-0.47525
LPO	0.4615
PEBP4	2.2525
DDX11	-2.3665
C18orf12	0.5625
TAF9B	-0.07325
IMP4	-0.1945
RPA4	1.077
NDUFS1	-0.781
UPK1A	-0.650166666666667
ARRDC2	0.474166666666667
C18orf20	0.01
AES	0.096
CD2BP2	-0.0355
C16orf54	-0.281
UGT2B17	-2.908
FGFR1	0.0395454545454544
CEACAM6	-2.3466
CHRM5	0.4225
CERK	-1.404375
AP3S2	0.0127142857142857
ANKS4B	-2.01825
CLCNKA	-0.346666666666667
ZNF208	-0.258166666666667
HLA-DRB5	5.0775
CARKL	0.1695
GOT1	-0.637333333333333
CASP6	0.993125
HOXA1	-0.699
RCL1	0.42175
ZNF181	0.528833333333333
RAB40B	1.2935
MRPL38	-0.308875
LRRN2	1.77625
C3orf25	1.6785
OR5D14	0.3895
OR10AG1	-0.0265
BET1L	0.5104
FRY	4.06425
AK3L1	-0.63425
CSF3R	0.983833333333333
POLR3K	-0.3275
ATG2B	0.704666666666667
EPS8	0.399666666666667
DARS	-0.35575
C10orf56	0.974166666666667
DAD1	0.379333333333333
RIOK1	-0.1135
HERC2	-0.05975
HSD11B2	0.934166666666667
FAM96B	-1.1475
MGC13057	-1.022875
BSN	1.13925
CAND1	-0.582333333333333
HCST	1.95575
ACTR10	0.0663333333333333
OR8D4	0.245
NASP	-1.7709
COL9A2	0.0458333333333333
LYZL1	0.598
GPC5	-2.059
TBL3	-1.08216666666667
CENTD2	-0.14
OR5AP2	0.268666666666667
TLR1	1.52125
LMO6	-0.6315
ZIC2	-4.2185
CPNE5	1.2755
ZMYND15	1.88925
FLJ22374	-0.88325
CCDC106	0.24775
PARP16	0.24175
PDIA3	1.17675
C14orf126	0.0703333333333333
CECR2	-2.006
SFRS1	-0.926428571428571
FIGLA	0.9545
DCP1A	0.345666666666667
MGC45800	-0.3815
TEKT1	0.573166666666667
C10orf67	0.015
CLN5	0.64075
NTN2L	0.2815
GLE1L	-1.17825
CES2	-0.2685
GNAS	-0.447888888888889
DDX53	0.0655
TSPAN13	1.6745
MRPL52	-0.507
SPIRE2	-1.068375
TAS2R39	0.28075
SCUBE3	0.59975
UCRC	0.00570000000000002
CDKL3	0.00624999999999999
KIAA1715	-1.0938
ZNF345	1.18275
RTF1	-0.106125
DHRS7	1.156
RIPK4	-1.74583333333333
EXOSC2	-1.33933333333333
MS4A2	4.624
FGF17	-0.0665
WDR59	-0.784
EVI2A	-1.15275
IL17RC	0.696333333333333
HS3ST1	1.96425
ITGB1BP2	-0.7465
RBPJ	-0.6285
GIMAP1	3.5985
INE1	-0.641
ALDH18A1	0.2515
TPI1	-1.7065
GATA6	1.29325
CABP1	-1.17833333333333
ZNF484	0.6425
DAPK3	0.445
GJB1	-2.12933333333333
PIN1	-1.02375
SLC6A15	-3.57336363636364
CNO	-0.224
RIN2	2.553
FRRS1	-0.517
CYorf15B	-3.579375
DMRT3	0.89325
ATAD1	0.00487499999999998
OTUD4	0.0833888888888889
ATOH8	-0.92925
ZSCAN16	0.79625
ASCC1	0.03425
OTUD3	1.217875
MGC33212	-0.00266666666666667
YME1L1	-0.136625
RP11-218C14.6	0.557
PCBP4	0.223
TNFRSF10A	-0.7755
CDH10	-3.997
KL	2.780875
SCP2	0.419916666666667
C9orf119	0.4835
SON	-0.269
MAFK	-0.834
SBNO2	0.48
SLC6A6	-0.590416666666667
SC4MOL	-1.317125
FAM35B	0.242625
PPP1R9A	1.171875
PDZRN3	0.767625
CXorf20	-0.0535
C6orf126	3.41
AVEN	-0.222
FLJ21075	-2.292
C14orf132	1.290125
PCK2	-0.89725
GUCY2C	-0.201
BARX2	0.229
PEX11G	1.7285
DAO	-1.34583333333333
C10orf49	0.52725
EDNRA	3.463
PPP2R5A	0.4007
DDX39	-1.66083333333333
SERF1A	0.40825
ASCIZ	0.058
FNDC8	0.065
PTMS	-0.33325
PHF7	-0.0485
PIP4K2B	0.3325
HHLA2	0.00675000000000001
BDH2	1.3088
APOBEC2	-0.399
PENK	1.05966666666667
SMAD9	-0.319
MT3	0.46775
RGL1	0.194625
ATG10	-1.005375
DLGAP4	1.072
APPBP2	-0.754928571428571
BACE2	-0.418928571428571
LOC339344	-0.355666666666667
ZNF395	-0.1726875
HIST1H2BL	-0.7585
ZNF467	0.23675
SLC25A21	-0.58475
PALM2	-0.025
NSUN5C	-1.1985
IL5	0.357444444444444
CLSTN2	2.0115
ANXA8L2	0.13175
PTGES	0.453875
GDAP1L1	-1.94566666666667
OPRK1	-0.755
WDR20	0.564333333333333
C12orf4	0.1915
NUP88	-0.48425
XRCC6BP1	-0.951833333333333
FCGBP	1.58378571428571
LEMD2	-0.01225
NOMO1	-0.799
C10orf79	2.64457142857143
ZNF79	0.8149
OCRL	-0.1978
HSPA8	-1.273875
DIDO1	-0.510833333333333
PLA2R1	1.87475
COG3	-0.0225
NGDN	-0.1805
CBFA2T2	0.207125
PNOC	-0.498
PRRG1	0.389083333333333
AGGF1	-0.0262142857142857
DPF2	0.46275
YIPF7	-0.443
TRPV5	0.12575
ZNF322B	1.14875
MED12	-0.602166666666667
CARS	-1.26083333333333
ABCC11	3.03516666666667
C9orf25	0.236
MYH1	0.1245
FRYL	0.372083333333333
AGTRAP	-0.293
MMP27	1.448
ZNF432	-0.61575
OR8D1	-0.6235
OR13D1	-0.3295
VWA1	2.48925
STON1	0.97775
IL5RA	-0.046
PERP	0.3698
C10orf107	1.54416666666667
TNFSF12	2.81875
FN1	1.03070833333333
MTR	-0.119
PHLPPL	-0.2835
ZNF425	0.4555
DHFR	-1.87544444444444
PPP1R12A	0.806
RSPO2	-2.042
ZNF7	-0.116
ZNF583	0.13475
TPMT	-1.85516666666667
GPR132	0.630375
OR2T12	-0.5785
SERTAD2	0.1253
ATP1A1	-0.4357
FRMPD3	0.68875
ZNF672	-0.47525
PLXNB3	0.05875
EML5	-0.071
FAIM3	0.177
UBQLN2	0.67425
SORCS2	3.17225
PRIM2	-2.117
ACVR2A	1.1395
YWHAZ	0.298333333333333
PGM2L1	1.868875
GNAO1	-0.139142857142857
RPL10	-0.2543
RPS6KA6	0.1225
PFKL	-2.1655
SH3D19	0.99175
AURKB	-3.03166666666667
ZC3H6	1.99125
DISC1	-0.285666666666667
FLJ39660	-3.14666666666667
TMEM25	2.494875
OSBPL10	-0.533125
CLTCL1	-1.5775
ALG6	-0.901
CATSPER4	0.507
LRTM1	0.449
RRAD	2.10316666666667
TIPIN	-1.929
CARD14	1.006
RBM9	0.408166666666667
RASSF4	0.63525
SLC25A18	-0.65
C6orf58	-0.940333333333333
IGHD	0.267
PLA2G6	-0.3015
TPT1	1.557
SEC63	1.1662
CCDC113	0.5107
TDRD10	0.196625
KIAA1666	-1.064625
TOR1AIP1	0.0645833333333334
SYTL4	0.987833333333333
SPRR2F	-1.787
CEBPD	3.85225
SNTG2	-0.02075
C20orf77	0.0819166666666667
TAS2R49	-0.859
C6orf173	-2.33066666666667
SVEP1	0.7405
PXN	-0.476928571428571
VIL2	1.24833333333333
C5orf21	1.5705
DIXDC1	0.53625
GANAB	-0.896166666666667
PDSS1	-1.426
NGFR	0.60525
ATP8B4	1.883
BMP8A	1.348
CCDC132	-0.229
GNRH1	-0.8765
OR10T2	-0.4295
PDGFD	3.99433333333333
OR6W1P	0.2655
HARS	-0.251333333333333
KRT77	-0.232
AQP8	0.91825
ITGB1	0.7762
ZNF254	0.146
PAX1	-0.2565
PSMC4	-0.9474
ANKRD22	6.568
PSMD8	-0.252833333333333
HTR1E	-1.03716666666667
SOX10	-1.1667
OR5B2	0.3805
RABGEF1	-0.260142857142857
MAP1LC3B	-0.4315
CYB5R4	-0.25025
AGXT2L1	-2.63425
FLJ41603	2.49366666666667
TRAPPC2	0.380333333333333
FNTB	0.084
FLJ14107	-1.22316666666667
AURKAIP1	0.5115
DSE	2.057
NFKBIZ	0.201833333333333
OSBPL3	-1.5425
LOC130576	2.323
SLC39A9	1.0565
LOC137886	0.214916666666667
RHCE	-2.4295
ATG7	-0.1155
FAM82A	0.833166666666667
FBN3	-0.0755
MCFD2	-0.7105
CASP14	0.2935
EPS15	1.18775
SFRS2B	1.133
C19orf47	-0.026
PLAC9	2.1545
GPR23	0.0625
BTNL3	-0.119833333333333
RGS8	-0.1465
GNS	-0.18675
ENO2	-1.95683333333333
CBX1	0.9359
PEX26	-0.4195
LRP5	-1.01516666666667
ADAMTSL4	-1.1785
ARR3	0.6132
MAP1A	0.21325
CD2	3.53075
NAV2	-1.055125
TMEM69	-0.3385
ATXN7	-0.869666666666667
CHN2	0.476333333333333
ZNF781	-0.121
HAS2	-2.63766666666667
KIAA0241	-1.41366666666667
BIC	1.417
MOBKL2A	-0.15275
CYP2C9	0.928
CNOT7	-0.123071428571429
SFRS10	-0.76575
CST11	0.51025
FLJ37543	0.199
NKAP	-1.15075
RUNX1T1	4.4265
EAF1	0.0692
IL4I1	2.78125
LRRC61	0.241166666666667
PSIP1	-1.31166666666667
SPRR4	-0.121
ZFP90	1.1415
AP2B1	-0.799846153846154
SLC30A7	0.509333333333333
C7orf28A	-0.147666666666667
S100B	-1.18983333333333
BMP2	-0.93
ESR1	2.85416666666667
ZFPL1	-0.33225
ARHGAP12	0.12375
LRRC19	-0.398666666666667
ZNF767	-1.012
NACA	0.642
OLIG1	-2.71725
PRF1	0.53
LST1	2.89466666666667
SPATA9	-0.322833333333333
CNFN	1.3335
CDK4	-0.9795
TCF15	-1.13683333333333
PARC	0.16
PPM2C	3.12425
LOC283345	-0.0445
FAM107B	0.44375
DMXL1	0.00474999999999998
RBM3	0.680625
HTR5A	-1.80266666666667
SCFD1	-0.2475
EPHB3	1.5725
ROPN1L	1.528
RAMP3	1.1835
TSPYL5	3.57118181818182
GAP43	-2.8415
PAPD4	-0.38275
PDE3A	-1.65225
TNFRSF10C	1.50575
JMJD5	0.0843333333333334
RASGEF1A	1.2079
C16orf65	-0.146833333333333
HIPK3	0.103333333333333
XYLT2	0.256
XPOT	-1.51166666666667
GAL3ST1	-0.7585
DHCR7	-1.108
AMIGO3	0.131833333333333
FGFR4	-1.56433333333333
CRAT	1.808875
PPP1R14D	0.2235
TRIM14	-0.5836
TMPRSS11D	0.4855
SLC7A11	-3.42335714285714
OR10H2	0.576
PPM1E	-1.6762
DOCK4	0.53525
FAM127A	0.074625
ENOPH1	-0.3835
SLC5A3	0.0224
ZNF530	-0.5832
NTS	-6.65625
FRMD4A	-0.04775
BCL11B	-2.90366666666667
PRM1	-0.3735
UQCC	-0.4604
S100A16	1.11083333333333
PLS3	0.22875
WWOX	-0.213285714285714
CCDC23	1.325
GTSE1	-3.13266666666667
GP2	0.8345
FLJ32549	0.056125
CHIT1	1.60725
KLF9	0.932875
RPS24	0.9045
MIA	1.33675
FIGN	0.08925
PYROXD1	-0.192875
PCSK2	-0.776166666666667
MRPL9	-0.5835
RPL24	0.519375
C12orf32	-1.39525
HIST1H2BE	-0.9655
RGS18	2.9315
LFNG	1.048125
RAB4B	-0.5192
FBXO25	0.4105
TSPAN31	1.2785
ARL8A	-0.0199285714285715
C10orf83	-0.5749
OR51B6	0.178
CNKSR2	0.2335
C1orf156	-0.22225
IBSP	1.9465
GFRA2	0.3691
ALKBH7	0.911
NEK10	3.97675
VN1R3	0.0831666666666667
LOC91948	0.1405
CPZ	0.31525
IHPK3	0.1815
COL8A1	2.38575
RBPJL	0.2475
OR10A4	0.1245
CASP8AP2	-0.75075
MMP12	-1.16133333333333
OR8B12	-0.247
CDCA5	-3.47416666666667
LIX1L	-1.28175
PEX11B	0.974625
GABRA1	0.289666666666667
HABP2	0.1265
REEP1	2.55533333333333
FBXO15	2.53575
CD68	0.0325
WFDC9	0.8205
GHDC	0.3245
SMARCA1	-0.6915
SPAST	-0.0398333333333333
PLXND1	-0.156333333333333
MLCK	-0.765
INTS5	-0.5655
BSG	-1.35607142857143
PARP8	0.0116666666666667
TEAD4	-0.868
ZNF498	-0.151125
TMEM89	-0.686166666666667
DTX4	0.401375
TNRC6B	1.0779375
ARMC2	-0.25275
FGFBP1	-2.80616666666667
TIMM8A	-1.16033333333333
AJAP1	-2.1604
ZNF608	1.28275
SLC25A42	-0.45525
SYP	-0.1665
MMP11	3.82833333333333
USP40	0.5529
C3orf62	0.173
MYO1E	-0.2698
LRFN4	-0.88275
XCL1	0.639166666666667
GPR155	0.53875
VPS29	-0.17375
CARHSP1	-0.95025
ARHGAP20	1.131
GREM2	1.12171428571429
CCDC102B	2.4755
ZNF577	0.565666666666667
HDDC2	-0.468375
SHC2	0.7661
NCOA5	0.3695
INPPL1	-1.506
CHGB	-3.3298
IHH	0.145
DDEF2	-1.62866666666667
DIAPH3	-2.99795238095238
BUB3	-0.81025
GGH	-2.58588888888889
VPS35	0.0381
CNN2	1.15033333333333
ASNA1	-1.0135
WDTC1	0.238
AMAC1	null
HAS3	-1.66266666666667
SLC1A6	-1.8668
ZNF563	-0.05
C1S	3.88875
TCF7L1	3.29575
OR10Z1	0.426
ME2	-1.3397
C6orf151	-0.304375
KPNA4	-0.5934
GLO1	-0.468125
WDR61	-0.323666666666667
CD302	1.50975
SIRT7	-0.783166666666667
C11orf59	0.3485
PKIG	-0.31275
PPIL3	-0.694
CCDC74B	1.41325
ZNF528	-0.0485
EFNA5	-0.479
FCGRT	1.51225
NOL4	2.8885
CCS	0.0385
LOC374491	-0.7225
MFSD7	3.739
ZNF555	0.63625
LIMS3	0.6045
TSSC4	0.542
COL11A2	-1.2975
C1orf119	1.24533333333333
BPNT1	-1.475625
CHRNA6	2.0805
C1orf173	1.46022222222222
PLD2	0.1855
ORC1L	-4.3165
SASH1	2.073625
CDC14B	-0.727125
RLBP1L1	0.18275
LDLRAP1	-0.2486
NAT8B	-0.491166666666667
HHEX	-2.7385
LGALS7	2.701
PLCH1	1.15925
OR1M1	0.0115
PRAMEF16	-0.9675
HECTD1	-0.358
C14orf39	0.3555
TLN2	1.3347
HDAC4	-1.154
SYCP2L	-2.65025
GLRA1	-0.316
RPS6	0.558625
hCG_1757335	-0.9605
KLHL1	3.2365
CTNNBIP1	1.52383333333333
SCAND2	-0.7781
HMGN2	-0.5527
YAF2	-0.23
BRPF1	-0.41275
LIAS	-0.2375
CTA-246H3.1	-2.0365
SAG	2.97475
C20orf10	0.1185
HNRNPA2B1	-1.58233333333333
GADD45A	-0.434
MSH4	-0.1505
TMEM70	0.145
HIST1H2AM	-0.3195
C19orf26	0.246666666666667
C1orf50	0.25475
GNG3	0.0805
FTO	0.5305
CALCB	-1.774
PPP3R1	-0.63925
C15orf42	-3.69925
CCNJ	-0.10025
GNAZ	0.406866666666667
PSD	-0.0696666666666667
FAM57A	-0.47375
STIM2	0.522833333333333
DHX8	-0.056
MOGAT3	-0.6165
UBE3B	0.9115
PLAT	1.37266666666667
C6orf206	1.315
COPE	-0.7764
EIF3A	0.989
C1QL2	-0.02
IQCE	0.174666666666667
KIAA0182	0.0575
SLC22A7	-0.1023
PPFIA2	1.1735
ADAMTS15	0.0645
ODZ1	-0.6735
THBS4	4.42116666666667
ARHGAP1	0.563125
B4GALNT3	0.000999999999999995
FCHO1	-2.689
LOC440456	-0.19175
HOXD10	1.1705
CXCR3	1.23283333333333
CHI3L2	-0.1255
SRPX2	2.776
ZNF132	0.845833333333333
UBAC2	-0.320666666666667
RPL32P3	0.022
CBWD6	0.087
ST6GALNAC4	-1.1725
KIAA0391	0.390833333333333
LOC388969	-1.13025
KRTAP5-8	1.00216666666667
ZNF786	0.06225
LYVE1	2.47066666666667
GPR144	0.80125
APOH	-5.79925
TSC22D2	0.770166666666667
PLCD1	0.03375
FLG2	1.2575
M-RIP	-0.0391
NDUFV1	-1.189
POLDIP2	-0.466666666666667
RAB3GAP2	0.433833333333333
RPSAP15	-0.602
CLEC7A	0.592125
HSPA14	-0.69525
TAAR5	0.33775
FAM132A	-0.20675
C2orf43	-0.74725
OR10V1	1.024
SELPLG	0.25625
C1QTNF6	0.454833333333333
OPCML	1.6703
DTYMK	-1.4625
ALDH16A1	0.0385
F13B	-1.5785
MGC16169	-0.1035
KIRREL2	-1.90283333333333
C14orf32	-0.0645
SLAIN2	0.9749
HSD3B2	0.0645
AMMECR1L	0.0655
LRRC37B	-0.2405
HMG20A	-0.0745
C22orf27	0.4827
FBXL22	1.0715
AP1B1	-0.934833333333333
TNKS1BP1	1.027
CD74	3.357
HSPA12B	2.50466666666667
PLSCR1	0.4105
SLC35E1	-0.493166666666667
FEZ1	-1.37325
APOD	4.42125
C16orf44	-0.33625
C1orf166	-0.8575
KCTD11	0.68125
NELF	-1.549
SRP54	-0.127833333333333
MGC35361	0.00825000000000002
GPR35	-1.694
NRGN	-1.03725
SIGLEC12	0.4335
SCN1B	-0.86975
IFNW1	0.876
STAR	-3.87975
HLA-DQA2	2.4075
RNASEH2B	-0.9525
TAAR2	0.2825
VAMP5	0.734833333333333
TUBA1C	-1.24742857142857
PIK3R2	-0.21
ARD1A	-0.527833333333333
EBF2	0.823833333333333
CAMSAP1L1	0.69025
CYP3A43	-0.05175
AKR1B1	-2.00575
KIAA1729	0.28975
KAL1	1.2153
CYBB	0.269625
UXS1	-0.17025
LOC338579	0.478333333333333
C11orf45	0.37125
SHB	0.168875
IKZF4	0.268625
NDUFA1	-0.072375
HSPE1	-1.1335
C1orf215	-0.95075
GPR113	-0.258333333333333
ZNF573	0.99175
TBX18	1.162
GGTA1	5.945
PCDHGA8	-0.6545
RPS6KL1	-0.231375
DPP9	-0.033
SLC43A2	1.23625
COPS3	-0.7015
PMPCB	-0.340333333333333
HYLS1	-1.206
LSM8	-1.12966666666667
PDE6B	0.139625
C10orf118	2.2738
OR1C1	0.488333333333333
ZNF415	0.658
OR2F1	0.1195
ZDHHC13	-0.1405
FZD8	1.4181
TCEA1	0.4144
SUSD4	0.62225
C22orf24	0.368
TNFRSF14	-0.247
TRIM28	-0.723333333333333
FGF5	-1.688625
CSPG5	-0.166833333333333
RNF133	0.40225
FKBP15	0.1795
BZW2	-0.39075
NSMCE1	0.645
PTPRN	-0.4745
TST	-0.256625
POP1	-1.19
RNF24	-0.665333333333333
SFRS4	-0.04125
REPS1	-0.457
CD70	-2.19816666666667
PDXDC1	-0.0425
SRC	0.3767
NTNG1	-1.667
SETD1B	0.1285
TINP1	0.5656
ZNF606	1.57866666666667
SSR1	-0.3140625
RGNEF	-0.0785
NFS1	-0.7335
CENTB5	-1.27508333333333
CRMP1	-1.394
ADAM18	0.53225
CCDC87	1.37933333333333
LRRC8B	0.06275
CSNK1G1	0.225666666666667
MAFB	3.47266666666667
C12orf45	-0.325
C1orf54	2.6865
DPEP1	-0.00949999999999999
FLJ13137	-0.2585
C14orf118	0.240833333333333
ANKRD19	0.50725
ABCA9	2.7789
TMEM87A	1.2292
BBS5	0.932
CYP17A1	0.03175
SCG3	-3.24866666666667
ESCO2	-3.9795
GFER	1.23333333333333
NRIP2	0.594833333333333
DDX59	0.093
RIC8B	-0.6381
TNNI1	0.001
KTELC1	0.0113333333333333
GPR85	0.321333333333333
SP3	0.440375
GOSR2	0.250833333333333
DDX1	-0.1025
DSCR9	-2.042
KIAA1984	-0.879375
FLRT3	2.531
RNPS1	-0.532357142857143
ZNF772	1.09
SLC25A10	-0.318166666666667
ADAMTS3	-0.2878
TBC1D7	-1.973
PCYOX1L	-0.2905
LOC339745	2.14375
VPS54	-0.73425
PCDHB12	1.305125
C4orf6	-0.17875
CCL5	2.554875
PEX5	-0.997875
LENG1	0.1265
LOC51336	-1.37025
FLJ25371	0.318
WDR45L	0.0985
SPAG8	1.38083333333333
GUCA1C	0.398
LOX	-0.511333333333333
FIZ1	0.286
BAG5	0.311166666666667
BUD13	-0.280333333333333
MGC2752	0.103
IQSEC3	0.9055
TGFBR3	1.0965
CASP9	-1.028625
PPA2	0.191625
MED24	-0.399375
MAP3K7	0.2235
SRPR	-0.19
C17orf81	-1.7835
RIPPLY1	0.42625
EID2	0.523
AKR1C1	-2.2025
IMMP2L	-0.1105
SPSB4	-0.1345
BAG4	0.81
ZNF32	1.30933333333333
KLHL34	1.365
BRD2	-0.692125
IL32	-0.1185
FAM53B	1.01983333333333
SLC7A1	-0.96225
KAAG1	0.312
CCDC54	0.0263333333333333
PRKCQ	-2.254
TIRAP	0.6595
SPSB1	1.32933333333333
USP36	0.73325
FLJ32569	0.529
LYZ	-1.3915
TMEM186	0.2435
TPM2	1.40416666666667
C9orf100	-1.8125
PPP1R11	-0.5268
OLFML3	1.6497
ELAVL1	-0.257666666666667
DNAJC17	1.33533333333333
ABCA2	-0.73075
BNIP3L	-0.1685
ATP10D	2.7815
GALNT8	-0.522166666666667
PRKCH	1.04425
USP12	-0.37325
STXBP1	-1.6968
LSM2	-0.870166666666667
ANKRD30A	4.623
LAP3	-0.0285
C9orf40	-1.88483333333333
KATNAL2	-0.395833333333333
RG9MTD2	0.1385
PNPLA7	1.04175
IDH1	-0.8045
C1orf57	-0.86075
XRCC5	-0.1202
TBRG4	-1.096625
DCDC5	2.36083333333333
POU5F1	-4.388
RAB1A	-0.0361428571428572
KRTAP15-1	0.308
INHA	-1.66933333333333
WDR90	-0.84925
MLL2	0.0385
FAM104B	0.263
SF3B14	-0.064
STX1B	0.25
SNX12	0.09625
KMO	1.1235
FAM100B	-0.89925
CDRT15	0.2215
RAB9A	-0.0701666666666667
RUFY3	0.641125
UBE2U	-0.0722
NFKB1	1.0958
FBXO38	0.776
VRK3	-0.305
TUBB8	-0.9365
IFNA6	0.195
AYTL1	-0.3495
RBP3	0.248
MUC13	-1.8135
C8orf30A	0.3535
MFAP1	-0.2285
NHLH1	-0.2765
CXorf34	-1.16325
SP8	-3.716
RNF151	0.162166666666667
TDRD7	0.25875
KCND2	4.50475
FKBP9L	0.229
C17orf44	2.32975
TIMM17B	-1.002
WIPF1	-0.0488
SNX15	-0.7838
IGF2R	-0.061
SBSN	-0.765
RBM15B	0.35275
AGBL5	-0.634916666666667
APEX2	-0.05725
C17orf39	-1.5725
UBE3A	0.6445
SPANXC	-2.574
TGFB1I1	0.0695
RBM13	-1.337
TOP2B	-0.47
NPVF	-0.159
RIMS4	2.237625
RAD54L2	-0.0278333333333333
RSPO3	4.81266666666667
C2orf47	-0.14125
TSPAN4	-0.10675
DNAL1	0.0285
DKFZp761E198	-0.534375
NLE1	-0.61475
TPST1	0.41425
SREBF1	2.588625
CLEC12B	-0.3545
FUK	-0.25
IL21	0.0605
LTK	-1.89375
DKKL1	-1.3715
EPAS1	0.33125
UBTF	-0.0389
HIST2H2AB	-0.785666666666667
TMPRSS12	0.231
KIAA0427	1.25616666666667
CYP8B1	-0.874
FPRL2	3.2085
LOC402573	-0.9605
HSDL2	-0.0503333333333333
SEMA6B	-0.6005
AKR1A1	0.460214285714286
CLTB	0.262
NXT2	-0.316
HSPB7	-0.669
MLLT11	-1.70866666666667
OLFM3	0.0821666666666667
SEC61B	0.558666666666667
GPR139	0.0325
RRP15	-0.546875
OR3A2	-0.5565
RSL1D1	0.4445
P2RX7	-0.754666666666667
PSME2	0.20175
ADNP2	-0.06325
RBM25	0.581833333333333
IFITM1	2.2905
POLR2E	-1.15525
ZNF643	-1.589
ZBTB25	-1.13633333333333
SPTBN4	0.2505
FBXO28	-0.08225
CLEC10A	2.42075
EPHA8	1.155875
BEST4	0.8805
GAS6	1.06383333333333
TSHR	-0.0133333333333333
TMTC1	0.994545454545455
GSTM2	-0.8145
ETV1	-0.3445
ADAM11	-1.22183333333333
ERGIC2	0.180333333333333
ATP6V0E2	0.229833333333333
HGFAC	-2.60583333333333
CTTNBP2NL	0.5005
FLJ20628	-0.914
MTCH2	-0.19
BACH2	1.20216666666667
AUTS2	2.06816666666667
FSD1L	0.5245
RPRM	-3.07583333333333
PPP2R3A	0.847833333333333
BAT2	-1.50225
LPHN2	0.644333333333333
MGC71993	0.100166666666667
PPARGC1B	-0.189
CENPT	-1.352375
RNF123	-0.688166666666667
COL27A1	-0.8738
ZP2	0.18
C2orf21	0.6405
CCDC78	-0.16925
MCM8	-2.49283333333333
PHLDB2	-0.175
PLAUR	-0.297625
HDPY-30	-0.1695
BMP5	-0.619
MUM1	-0.17475
FAM62C	-0.551
MID2	0.6785
SYT16	0.1895
ISG20L1	-1.1528
C2orf40	4.5705
SRRM2	-0.419714285714286
FCRL1	0.25525
C1orf90	0.702833333333333
MEP1B	0.0995
PCSK7	-0.3194
PBX2	-0.0525
CENTB1	-0.870166666666667
GLT6D1	0.713
HGS	-0.518583333333333
WDR51B	0.03825
KCNJ8	1.57525
NOL10	0.0455
EDEM3	0.2695
TCOF1	-1.0565
SLC16A1	-2.712
SF3B3	-1.29525
NUDT21	-1.05
ZNF235	0.1465
KIAA0644	3.36425
ERC1	0.7636875
NKIRAS2	-0.263666666666667
TRMT5	-0.42125
PPP1R7	-0.2145
C14orf177	0.515
HTRA4	1.005
FAM139A	-0.246166666666667
C16orf30	5.459
C10orf32	1.525375
VCX2	-3.93175
MGC27016	0.192166666666667
LARP5	0.375833333333333
THNSL2	2.50466666666667
TRADD	-0.4015
C1QTNF1	0.1445
C1orf43	-0.5478
AS3MT	-1.54925
SCARF1	1.61875
PHF23	-0.1755
B3GNT2	0.931
FNBP1	-0.14975
ZNF780A	-0.099
MAGEB2	-3.271
FANCG	-1.625
EYA2	2.70775
ZNF471	0.92225
C14orf153	0.117
BCL2L14	-0.0635
EFS	1.46166666666667
CKAP4	-0.204333333333333
ZNF224	-0.1836
ZNF652	-1.69175
TMEM4	-0.020125
SCN3B	1.377875
OAT	0.57825
DRD1	0.157875
IQGAP2	0.696
CDYL	-0.917833333333333
PFN3	1.05525
ANKS1A	0.113
COBLL1	0.808666666666667
C2orf55	2.178
PRCP	1.20675
TMEM130	2.115
