Hybridization REF	TCGA-AN-A0FT-01A-11R-A034-07
JOSD3	-2.318
hCG_40738	-1.105
PDE1C	-1.26275
SEMA4D	-0.29875
AGPAT1	0.8585
NOSTRIN	0.722
MAP3K3	-0.552
MAX	0.037
CAPS	5.22966666666667
SERPINA12	-0.255
OSBPL8	-0.5745
RICS	1.1843
NR4A2	3.52283333333333
PPCS	0.2385
LONP1	-0.86
SCYL3	1.57975
HERC2P2	-1.82433333333333
FIBCD1	-0.2815
C15orf41	-1.65525
DMC1	-1.6415
C20orf27	-1.21025
RPS6KA5	-0.657
FAHD1	0.232166666666667
SLC12A4	-0.24075
BRCA1	-1.48341666666667
GBL	-1.009
SLK	0.00233333333333332
NUDT9P1	-1.733
NOXO1	4.556
USP52	-1.082
BAZ1B	0.11625
SLCO2B1	2.695
BBS12	-0.054
LRGUK	-0.818666666666667
TERF2IP	0.403
COL1A1	5.481
KIAA0090	-0.176875
GRK5	-0.733833333333333
AP1S2	-2.1244
TMEM52	-1.162
CA11	-0.608375
OR4A15	0.621333333333333
ACBD3	0.5543
SPAG11B	0.6
PRDM2	0.3004
FOXP3	-0.04925
SMYD3	-2.134
LOC389199	2.156
LGI2	1.4675
NAPE-PLD	-0.7916
ANKRD6	-0.4045
WDR45	0.143
SHROOM1	1.60875
PSCD3	0.953
PYY	0.6205
KCNC1	-1.6395
ARHGEF9	0.3132
OR8J1	0.979
GPR55	0.0425
NS3BP	-1.6915
C10orf22	-0.56
NAT8L	0.31125
DUSP4	0.286166666666667
FOXM1	-2.254
GRAMD2	2.5856
ZBTB48	0.166666666666667
BUD31	-1.309
PABPC5	-0.4275
CCDC41	0.606
FBXO11	-0.160166666666667
C6orf148	-1.85725
RFXAP	-1.577
C6orf15	-0.2585
CDK8	-1.26966666666667
C6orf70	0.419125
TESSP2	0.1635
ALG2	0.194
PPP1R3D	3.822
TPM3	0.443666666666667
SYT13	-3.7565
EPB42	-0.724
CETN3	-1.45375
PRY	0.2505
NTHL1	0.306833333333333
POLR2B	-1.2075
RPS28	0.301
P2RX3	0.79675
LYZL4	0.192666666666667
WBP4	0.4648
PMM1	-1.4775
C11orf79	-0.74
CBLL1	-0.6865
IL1F10	2.4795
VAX2	-1.1055
SETDB1	0.716166666666667
LRAP	-3.65616666666667
GCLM	-1.66583333333333
CPEB3	3.17025
PPM1A	-0.2038125
INTS1	0.00425
CAMTA1	-0.789916666666667
SAMSN1	-2.581
LOC158830	-2.31366666666667
GMPPA	-0.25425
AIPL1	0.21
IL24	1.21041666666667
BDKRB1	-0.345166666666667
MLF1	1.8929
TAF12	-0.49575
ID1	-1.702
THADA	-0.777
PIK3CB	-2.15475
OR4N5	-0.763
TBC1D17	-0.7035
COX8A	-0.529
CDCA4	-1.081
C2orf44	-1.1185
ZNF534	-0.3705
IMMP1L	-0.61375
NIPSNAP3B	-0.77
FTMT	0.101625
PWP2	-0.297833333333333
MMP15	1.7151
DNAH11	-1.70825
MTMR14	-0.437
DNAL4	0.431
IPP	0.45025
TMEM59	0.1685
C1orf157	0.0515
RGS4	-0.316666666666667
DDX18	-0.316666666666667
SNX6	-0.71275
ZNHIT2	1.00533333333333
NCDN	-0.169833333333333
FLJ33534	0.4925
RAG1	-2.118875
OR4D10	0.663
PTPN5	0.351666666666667
POMT1	0.69125
LRRC8A	1.0464
CYP1A1	-1.29725
CAPN1	-0.768666666666667
DDHD2	-0.6475
GRIK2	-0.83125
GNRHR	-0.413
PPBP	0.11775
HTR3A	-0.622375
SLITRK4	1.58175
ANKRD49	-0.71125
BTF3	-0.5744
SARS	-1.39325
C13orf18	-0.706333333333333
CACNB1	-0.0550714285714286
QKI	0.140909090909091
SETMAR	0.00887499999999999
MAN2B1	2.14266666666667
EML3	-1.2455
ACADL	-0.5604
OFD1	-0.08325
DEFB114	0.72
CGA	-2.8999
PEX16	0.0773333333333333
LRRC10	-0.2905
GNG12	-2.584
C1orf152	0.824166666666667
CHRM1	0.993
CD53	-0.550875
DBH	-0.365
TFAP2B	-2.5775
HIST1H2BJ	-0.6175
FAM46D	0.438
TMEM11	2.09075
C3orf32	-0.59225
PCCB	-2.5705
IPO13	0.133
C6orf105	-4.30575
COMMD5	1.50425
SUV420H1	-1.1307
LTBR	0.74225
ARHGAP15	-1.56925
HDHD2	-0.28275
TDRKH	-0.174833333333333
LOC401052	1.115
PSG4	-1.07075
GNB4	-0.4032
SPATA4	-0.1205
SLC9A3	0.1325
OSBP	1.07033333333333
NBPF3	0.330166666666667
DOCK11	-1.044
SLC39A5	-1.2855
PRR5	1.917
C10orf63	0.1165
SMTNL2	-2.083
ADRA1A	0.225
ASAH1	1.1257
DOM3Z	0.1066
GIPR	1.59033333333333
AHI1	0.155583333333333
NADSYN1	-0.398833333333333
RGS14	-0.6441
IL18BP	1.0301
RTN4RL1	1.84483333333333
ARMC6	-0.74425
PSMD5	0.0253333333333333
HK3	0.7688
OR4S1	2.31325
RSU1	0.6622
MAD2L1	-4.43266666666667
EIF4A3	-0.99675
DLEC1	1.80533333333333
E4F1	1.0005
CHMP2B	0.7502
CAMSAP1	0.591
RPS21	-0.677833333333333
ARID5A	1.25175
UBE2N	-0.2282
IGSF8	1.37316666666667
MAGEB6	-1.7855
ACAD11	-1.3096
MGC4172	-1.3905
LMO4	0.0305
KLKB1	-0.563
HP	-0.664
HDAC3	-1.40625
SCHIP1	0.2095
CLCA1	-0.009
OLFML2A	1.66775
C1orf112	-1.6215
KIF19	0.16575
HAPLN4	-0.3912
CXCR7	1.93333333333333
GOT2	1.4005
RAB38	-1.319375
DCX	3.00125
PPM1H	-1.5695
NFYC	0.34525
KIN	0.39875
ZNF228	-0.5465
PLSCR4	1.93816666666667
HIG2	-0.83475
FAM79B	2.512
C21orf86	0.3399
KCNK10	-0.1885
ZNF738	-2.05325
FSTL5	-0.605
OR6A2	-0.05
OTOA	1.43016666666667
EXOC1	0.166875
AHRR	-2.649875
PDAP1	-1.47475
C19orf6	-0.147625
ZAN	1.258
LY6G6E	-0.463
EIF4E2	-0.67025
C20orf198	0.07775
ZNF324	0.5675
CYP3A5	-2.62133333333333
ENTPD7	1.2125
MBOAT5	-1.24283333333333
GJB5	-2.1895
TTC13	0.09375
S100Z	-1.3815
KIAA0664	-0.258
PDGFRB	2.52708333333333
IL17D	-1.15425
OR56B4	-0.491
RDX	-2.91966666666667
SLC34A3	2.205
IL28B	-0.3035
JUND	3.18425
CHRNB1	1.32675
CAMK2B	4.21725
FETUB	-2.67525
CXorf23	1.8005
MRTO4	-0.792625
TTC3	1.7586
NDUFB8	0.641833333333333
EDG2	-2.212
SEMA3G	1.63175
IL23A	-1.8235
GRHL1	1.4818
LOC441054	-2.3275
WDR65	0.64825
PSTK	-1.4355
STOML3	0.172166666666667
R3HDM2	0.4036
C5	-2.908
SLC2A10	1.17166666666667
C3orf22	1.0875
PAQR3	-1.12346153846154
ANKRD26	0.709
HCRTR1	0.5475
LOC399947	-0.593
PSD2	-0.28275
TIGD2	-0.696166666666667
SCRN1	-1.879625
COQ10A	-0.54475
DDI2	-0.195
METTL7B	-0.299
UCN2	1.56525
FAM92A3	-0.0135
WDR16	-0.33125
ZNF511	0.0805
ZMYM5	-0.572125
POLR3G	-2.294
ZNF586	-1.5705
C1orf49	0.292166666666667
TANK	0.284333333333333
RCAN1	-0.278
PELI3	-0.111666666666667
LIMD2	-0.0388333333333333
TMEM189	1.494
NTN4	-1.523
LOC151300	0.608
CLEC2A	-1.0755
GPR135	0.07425
DPYSL4	-3.1367
JAK2	-0.613666666666667
TSHZ1	1.7715
TM9SF4	-0.30075
ZNF264	0.145833333333333
SIRPG	0.857375
BICD1	-0.57725
HERC6	-0.296666666666667
METTL5	-0.4375
CASP1	-0.55475
PRRT1	0.206666666666667
PLA2G4C	0.496166666666667
ICA1L	-0.613928571428571
TPTE2	-0.5915
OTUD7A	1.868
AQP11	-3.001
APOA2	-3.9462
KALRN	-0.7422
SECTM1	0.0235833333333333
IFNAR1	0.405
TALDO1	-0.267375
RAB11FIP4	1.20908333333333
EIF5A	-0.992
FAM49A	0.99
NEGR1	0.1045
YTHDC2	0.199625
EHD2	-0.3465
NCF1	1.2517
SCRT2	2.4805
HOXA5	-0.174833333333333
NUP133	-0.202
FGF12	-1.0561875
SLMO2	-0.218
SNTA1	-0.5385
CACNG2	0.393
GCM1	0.431125
ELF1	0.286833333333333
TLR5	4.27575
TCFL5	-1.22425
RBMY2FP	-0.4755
LOC100125556	0.479625
FAM129B	1.102625
MAP3K7IP1	0.335
NCK2	0.58
OXA1L	-0.97325
FMO9P	1.9
ZSCAN12	-0.864
PSMD12	-0.55725
HSCB	0.208
CLDN10	-2.93175
MGC13053	-0.899
HPCAL4	-1.06233333333333
ASZ1	-0.3695
MEX3D	1.01941666666667
NFAT5	0.5775
CSPG4LYP1	-0.429
FBXO3	-0.7777
DVL1	0.185166666666667
CMKLR1	3.0535
TYMS	-4.448
PEF1	-0.181
ZNF750	2.29833333333333
MCM5	-0.5495
MEGF11	-1.17775
KCNK7	0.4495
PTP4A3	0.7325
C1QTNF2	-0.583333333333333
OR6S1	0.7135
FAM122B	-1.74
ZNF551	-1.34825
HBQ1	-1.78
GEMIN6	0.34525
ARSK	-1.43375
RBP7	3.33583333333333
CPNE9	0.25475
DSC1	-0.192
LOC730112	-1.073
MAP2K4	0.968125
HS3ST5	-1.106
EPB41L3	-1.24225
TEKT2	2.48775
CDKN2B	0.00116666666666665
ZNF480	-0.304
MAP3K6	0.6628
MAP6	0.906333333333333
HN1	0.0495
OR2L13	1.1795
SLC16A11	1.24275
FAM96A	-1.5795
APOL1	0.0795
C5orf32	0.34925
RTP1	-0.696666666666667
RNF175	-1.203
ZBTB41	1.663875
AHCTF1	1.7625
SAE2	-0.9934
ITGA2	0.937916666666667
MME	-1.83316666666667
CCDC14	-2.1385
MAST4	1.04628571428571
KRT33B	-0.604
KCTD2	-0.817833333333333
WDR26	0.457
MFI2	0.1435
NR4A3	0.818125
ARSA	1.8415
UNKL	-0.113666666666667
SULT6B1	0.1335
CCNA2	-2.7525
SOX15	0.151
PPAPDC1B	-0.547083333333333
C19orf44	1.147
MCAT	1.58308333333333
ARID1B	0.889375
OR52N1	0.3805
C12orf48	-1.74775
MAGI1	-0.21725
NIPA2	-1.45125
GBX2	-1.43425
RSHL3	0.0487142857142857
RAVER1	1.03266666666667
C15orf17	-1.46475
SLC30A2	2.111875
ZNF518	0.0495
PCYT1B	-1.28725
C10orf114	1.23825
EIF3H	0.507916666666667
SLC25A39	-0.461166666666667
KIF1B	-0.66375
AMOTL2	-0.245
C6orf120	0.303125
PSRC1	-2.5095
PLA2G10	4.66325
KIF5C	0.11375
MRPL37	-1.7645
C17orf62	0.137666666666667
C9orf135	-1.76016666666667
DUSP10	1.0178
CLCNKB	-0.03
PSMA5	-0.4795
C8orf53	2.5405
AMPD3	-0.416
PIAS1	-0.4315
ADCYAP1R1	0.1505
GYLTL1B	2.09575
CDH20	0.411666666666667
FBXO7	-0.20425
TMEM134	-0.0138333333333333
FLJ14213	0.190666666666667
ZNF3	-1.2405
LRRFIP1	0.2195
CNOT2	1.19616666666667
ABI3	3
ALDH5A1	0.350833333333333
HNT	2.9714
SERPINA4	-2.424
TK2	0.334166666666667
STMN1	-2.58855555555556
GUCA2A	0.103833333333333
GALNT10	0.6515
DPP6	-0.77035
C9orf93	0.344875
PRELID2	-0.943
STK39	1.4965
SFTPA1	-0.4825
CKS2	-1.44788888888889
RHO	0.609
C20orf135	0.53725
XKR3	-2.035
CR1	0.10375
RPS6KA2	0.729642857142857
C20orf112	0.9105
MRPL22	-0.6235
C4orf23	0.241166666666667
GADD45B	2.4995
KLHDC1	1.35916666666667
C2orf48	-3.0165
ZNF287	0.0135
DAAM2	-0.923
DPPA2	-2.525
TCTN3	0.295666666666667
DNAJB11	0.641875
FPR1	4.3395
DEFB4	0.723
PTCD2	-0.8263
SMOC2	5.19133333333333
CABP7	2.8705
SERPINB11	0.3925
MAGEF1	0.25975
NDE1	0.0328333333333333
ITGA10	0.1145
FSHB	-0.00650000000000001
ANXA2	-0.374625
HORMAD2	-0.12375
HLCS	0.81025
MCF2L	2.52225
FH	-0.688625
TBC1D24	2.4375
KIAA1505	0.037
LGALS2	-2.21575
CNBD1	-0.0755
SYNPO2L	0.071
PTPN23	0.442428571428572
C1orf183	-0.0916666666666667
MAGEA8	-2.605
DGCR8	-0.863125
GSR	-0.4175
PAQR7	0.26375
ZNF676	-1.3145
CACNA1C	0.5141
SP7	1.1535
PDCD6	-0.58125
NRN1L	-0.199
BRI3BP	1.09341666666667
KIAA1183	0.289
ASB4	0.20575
CCL23	0.5485
OBSL1	0.141125
SLC12A7	0.0369166666666666
KIAA0240	2.380625
CD1B	-2.40016666666667
FCGR2A	1.75625
MDC1	-1.17
HTR1A	1.19816666666667
OCEL1	0.595
ATP11B	-1.2636875
FBXO34	-0.436833333333333
PCDH12	4.317
RPE	-0.9175
C17orf74	0.267
CSDC2	0.998333333333333
PET112L	0.42375
TMBIM1	-0.71625
P2RXL1	-0.01525
TCHP	-1.41775
TRMT1	0.5595
F2RL2	-0.736583333333333
LRRC32	2.92366666666667
IMPG2	0.274
BGLAP	0.8755
LOC493869	-2.10783333333333
MRAS	1.45175
SLC35F5	-0.18425
CBWD1	-1.294
AXL	-2.2635
ATP2C2	2.38825
TELO2	0.54125
PNPLA3	-4.31475
PCDHB14	0.45025
CD276	0.2085
KRT80	-1.561875
DUSP28	-0.78
CSNK1E	-0.141166666666667
SRP14	0.027
KCNQ4	-0.5785
KRT72	0.182833333333333
CCDC117	0.683
C6orf89	0.121333333333333
TUBB2B	-2.22716666666667
RTN4IP1	0.26025
CR1L	-2.98833333333333
CEND1	1.077875
C12orf41	-1.252
RNF31	0.80825
UBN1	0.929333333333333
C17orf32	1.85775
SLC5A7	0.07925
GPR92	1.5205
ESAM	3.0052
CTNNA1	0.140416666666667
HRBL	0.4689
CBX4	-0.524
TMEM182	-0.376
SH3TC2	-1.69133333333333
IL10	0.903
PXMP4	1.584
RNF167	0.2408
PAK7	-1.06416666666667
ETV3	0.3555
ATPIF1	0.137833333333333
LOC554207	-1.88083333333333
OR8H1	-0.225
WDFY3	1.495875
DPM1	-0.6595
GPSM1	-0.541
WDR92	-0.5308
LRP1	0.934333333333333
ANKH	-0.438
THUMPD3	-2.01625
POLR1B	-0.639
OLFM4	-0.00816666666666666
RAD9B	1.71825
TSPY2	-3.5295
PAX6	-1.59033333333333
SCG2	-2.623625
SLC17A6	0.11275
FMO3	2.031875
PADI4	0.27425
TUBB4	-0.1076
NLK	0.07575
POU4F3	-0.2755
SDF4	-0.164
ITGBL1	3.57966666666667
NETO1	-1.678875
TAP2	-0.0905
ABBA-1	0.655833333333333
GNAI1	-0.671
VPS4B	-0.1925
NOPE	-0.2966
GALNT6	4.36333333333333
SESN1	-0.605125
GBE1	-2.92533333333333
CLASP1	1.43375
RASGEF1B	0.9235
ACOT11	0.105642857142857
AFAP1	1.03175
OR2H2	0.5205
DPY19L2P1	-1.34075
DZIP1	-2.12925
SEC22C	-0.307
GPR161	0.203416666666667
RNF146	0.071
WDR74	-0.631875
GALP	-0.6155
PURA	2.08375
DNPEP	0.9105
RP11-78J21.1	-2.62725
ERBB2	6.2755
FANCM	-0.485666666666667
NEO1	0.610166666666667
DDX3Y	-4.6272
RPS3A	-1.18975
MXRA7	-0.793214285714286
LGALS3	1.25883333333333
GLT8D1	-0.44125
CFL2	-1.83133333333333
UPB1	-0.0285
NAP1L5	-0.748875
CLDN14	1.2355
DHX38	-0.679
BTBD1	-1.48475
TARS2	1.71516666666667
ABCF1	-0.7829
FCF1	0.341833333333333
LRRC49	-1.31375
GUCY1B2	2.453
C1orf177	0.263
SMARCA4	-0.0410714285714285
LRP8	-1.88216666666667
TAGLN3	-1.0935
MRPL14	0.42175
TTRAP	-1.0295
ZDHHC20	1.7585
NFE2L3	-1.71225
KIAA1377	1.322875
PALMD	1.6479
TMEM43	-0.15075
TTL	-0.69
STAT5B	-1.36533333333333
SSB	-0.118125
OR10H5	0.468
SLC22A13	-1.061
AKAP3	0.04025
TIMM23	-0.282
OAS2	2.744
KIAA0423	-0.33125
TRIM11	1.7075
GLIS3	1.1995
TMEM50B	-0.6985
ARHGEF4	-1.710625
DEGS1	-1.42363636363636
TBL1XR1	0.5535
G6PD	-1.30375
SP140	0.2943
MUC17	-0.1425
NUDC	-0.00710000000000006
DNAJC5B	2.08483333333333
SCARA3	-0.571333333333333
CPA3	6.17016666666667
BCAT2	-0.671125
MFN1	-0.1911
NRG3	-0.201
SNX11	0.3185
PLEKHH1	-0.548333333333333
GPR177	-2.01683333333333
HCFC2	-0.34725
TCAP	5.027
MOCOS	-1.40175
C14orf93	0.11425
PRDM10	-0.825333333333333
SLC16A4	0.132666666666667
SRGAP1	1.5335
VIP	0.53775
DUSP27	-0.105333333333333
LILRA1	0.9337
MC2R	0.095
MGC24103	-2.02675
MBTD1	-1.096
FUT11	-0.354833333333333
USP33	-0.114
C15orf39	-0.0475
MAP3K12	0.843375
PAAF1	-1.45883333333333
BARHL1	-0.004
FLJ16165	-0.185
PIWIL2	-2.3515
SYNE1	0.351583333333333
CMTM4	0.237125
TSPYL1	-0.1925
GUF1	0.744666666666667
TMEM157	1.2415
WDR44	-0.5945
HIST1H3C	-1.0495
DKFZp666G057	2.775
RNPEP	-0.155
GAS2L2	0.0326666666666667
ADH4	-4.52825
GRPR	-0.0161666666666667
FBXL17	2.20275
ZBTB10	0.822416666666667
Gcom1	0.286166666666667
HTRA1	1.6286
ZNF585A	0.647166666666667
SLC26A2	0.3425
OTOP3	0.534166666666667
WISP1	1.18266666666667
ATP2B4	-0.0726666666666667
FLJ10769	1.58525
CRAMP1L	-0.073375
CHST12	0.98025
RAB22A	0.871083333333333
TARDBP	-0.609714285714286
STAU1	-1.30175
CRB3	1.68916666666667
MIG7	-2.03525
CHMP1A	1.08066666666667
ZNF160	-0.099125
B3GALT6	0.122625
BARX1	-0.435666666666667
C6orf167	-1.94975
NXNL1	0.36
DHX29	-0.021625
HADHB	-0.95825
PLXNB2	0.515
ILDR1	-1.122
SLC15A3	3.3975
GAS2	-4.55533333333333
C20orf69	-0.27625
NUMB	-0.203
TNIP1	-0.24625
MESP1	-1.05
PSKH1	-0.0595
NSFL1C	-0.508
RHOG	0.01975
HEY1	-1.51233333333333
KNG1	-1.32775
ITGAX	1.5706
LIN9	-0.608
CANT1	0.7215
XRN1	0.487785714285714
CCDC96	2.1566
HEATR6	-0.488166666666667
GNG7	0.326166666666667
RUNX2	1.9319375
SOX1	0.790833333333333
FCRL5	0.0104
ZNF99	-1.001625
FAM9A	0.604
SNX22	1.1605
MBNL3	-1.46
ODC1	-3.0648
ADORA2B	-3.4805
NR2F6	0.19625
ZFYVE16	-0.256277777777778
SYNJ2BP	0.9127
POLE	-0.88075
E2F2	-0.87525
THRA	0.387
PTGES2	-0.884
HIP1R	0.901
TMUB1	-0.285833333333333
ENO3	-1.90875
RSPH10B	0.3565
CXorf39	0.7455
IRGC	1.12325
GPR109B	-0.00349999999999999
FLJ13305	0.1945
LCE3A	-0.6685
TNFRSF18	-0.631166666666667
DET1	-0.3295
TRPM3	-0.32075
C16orf79	-0.8035
FECH	-1.598
RAP2A	0.0883333333333333
CRIP1	4.336
AZIN1	0.074375
SLC7A7	3.7975
IL10RA	0.4798
TMEM64	-3.9725
CDC42EP4	-0.5716
C16orf58	0.9584
ARG2	-2.788
POU5F1P4	-4.4815
FAM62B	-0.534375
DNAH8	-1.1681
ASH2L	-0.707125
TSLP	-4.6235
CNTNAP5	-0.2025
TMEM16C	5.22625
IFNA14	-0.969
SLC1A3	1.06125
CABYR	1.7865
BCL7B	-0.6273
NUDT13	-0.5935
C13orf28	0.891
C1orf53	-0.73475
ARL6IP4	0.3242
RPL35A	-0.2905
EMR3	0.64125
RAB40C	0.75425
SLC41A1	1.51766666666667
LRCH1	-0.0005
LY6G5B	-0.503
FAM124A	-0.4235
MGC10981	-3.41866666666667
CLIP3	0.5484
MAP4K2	-0.77
CHIC1	-1.17125
SULF1	3.2315
C20orf30	-0.8345
PRDM5	-1.156
ELOVL1	-0.91125
C11orf48	-0.1555
SLC39A10	-0.0275
KCNV1	-0.20875
ACP1	-1.256
ZMYM2	0.78175
B3GNT6	0.198666666666667
C9orf69	0.1515
C2orf15	2.456
C20orf166	-0.0855
HSP90AA6P	1.583
EDG7	-1.4255
NEURL	1.980375
LPL	1.05783333333333
CLEC2D	-0.598785714285714
GRRP1	2.31616666666667
CD8B	-2.8615
HIST1H3D	-0.0875
SLC6A12	1.410125
FAM27L	0.41
CD84	1.7959
RASA1	-1.7305
PHKG1	-0.0795
MAGEA11	-1.4865
IMPA1	-1.9293
NPM3	-0.5605
RARRES1	3.3725
SH3BP1	1.15825
B3GNTL1	1.256
ARPC5L	-0.357833333333333
KLHL26	0.18225
SIM2	2.079625
GJC1	1.6955
C20orf194	0.33175
EXO1	-2.1765
SLC2A2	-1.88033333333333
LOC285074	-1.26075
LRG1	0.46525
KIRREL	0.7625
PIK3R1	-0.210571428571429
C4orf34	0.24
MAF	-1.05716666666667
ADCY4	4.4525
ZMIZ2	1.9284
SLC46A3	-0.0501666666666666
STAMBP	-0.957333333333333
CCDC16	-0.6985
MS4A12	0.22
TCF20	1.01575
LRRC46	3.03275
C20orf152	-0.74
MRPS6	-1.0595
ABCB11	-0.685
KCNC2	0.0575
CDH19	-2.0045
C9orf123	-0.786
SSH3	1.133
LDLRAD1	-0.57375
CCBE1	-0.444
ZNF135	-0.713875
TAAR1	0.2135
WFDC12	0.116
CCDC42	0.614333333333333
FLJ12529	-0.681
PER1	-1.0195
TIMM50	1.21566666666667
SMARCAD1	-0.1465
FAM26C	0.4745
TP53TG3	-1.7205
SH3RF1	2.3519
LMCD1	1.6365
GPR63	-0.4135
FLJ21986	-2.440875
AIFM3	1.5635
MICAL1	1.01983333333333
BLZF1	0.732833333333333
IQCA	5.66016666666667
PCDHGC3	-0.0465
SAC	-0.31575
BCL6B	2.86883333333333
DDO	-1.97675
MARCO	3.37425
DCHS1	1.84683333333333
C1orf170	1.7445
CD200R1	0.574166666666667
C22orf15	0.1955
SEPT11	0.368666666666667
ADNP	-0.82225
UST	-1.1796
C13orf34	-0.207166666666667
RFFL	-0.559214285714286
APBA3	-0.55
C2orf60	-0.8735
CUTL1	0.4123
PMS1	-1.502875
ZNF689	-1.1775
EIF3E	-1.32983333333333
IL9	-0.3025
RPL31	-0.104625
LY9	-0.189
ATP2B3	0.2735
KDELR2	0.607166666666667
TFCP2	-0.10375
NLRP12	0.103
FLJ45422	0.9845
TLE4	-1.2988
ZNF570	-0.395
FLJ43806	-0.8625
TLK2	-0.090875
CIR	1.2305
MARS2	-0.5335
COL24A1	2.3525
SDF2L1	0.8975
HIBADH	-0.512
IGFBP3	-2.40614285714286
C12orf23	0.169375
PSPC1	1.09625
C20orf43	1.4745
TRAV20	0.277
ARHGAP24	0.086375
KIAA1975	1.15825
C1QA	3.9962
DNTT	-4.00016666666667
C10orf6	0.0126666666666666
C11orf41	0.059625
HNRPF	0.541625
COL11A1	7.3065
UBAP2	0.409166666666667
CDKN2AIPNL	-1.9265
C20orf174	1.73025
SPRED2	-0.44925
PLA2G12A	-0.0375
ICEBERG	-1.68983333333333
SCN10A	0.584
C11orf65	-1.05625
GBP5	3.859
PITPNC1	-1.75116666666667
POU3F3	2.2145
NCOA7	-0.8945
LIN7C	-0.8527
LOC348840	-1.813
NKX2-2	-2.60066666666667
ANKRD13D	0.399
LOC123688	-0.63875
FUT2	1.41916666666667
TAAR8	0.71
FZD4	0.316833333333333
PNMA3	-0.963
OR4L1	0.448
WIT1	-0.95475
EXOC3L	2.485
ATPBD4	-0.7519
KRBA1	-0.54025
UBXD6	-2.23125
HOXB7	-0.186928571428571
C7orf23	-1.5995
UNQ338	-0.42275
STAB2	0.98825
CDC20B	-0.105
IRF9	3.09625
CENTG1	1.38833333333333
TNPO2	-0.08625
MCPH1	-0.541625
BMS1P5	-1.287
SLC26A7	0.55025
HIST1H3J	1.6475
C9orf3	-0.0607
LBH	2.24875
MYO1D	1.11125
PTDSS2	0.286
NFU1	-0.47375
DEPDC4	-1.96775
WNT7B	2.1947
GLP2R	-0.511166666666667
SETD4	0.1367
DYNLT3	-1.5644
FKBP11	0.196833333333333
SESTD1	0.6985
FLII	-0.348
RPS16	-0.2889
CHPF	-0.06
CSNK2A1	-0.229333333333333
SUMO1P1	-1.3505
FKBP6	-1.351
ZNF214	-1.89616666666667
TWIST1	0.514
DDX56	-0.701333333333333
TRAM1L1	0.6626
EPO	0.550833333333333
MRPS18B	0.0865
ZNF682	-1.04
RPL14	-0.3925
MAFF	-0.57175
LOC51136	-1.351875
LY96	0.2125
DDX20	-0.3165
ABTB1	0.3175
ARL5A	0.0247
CCT6A	-1.267
HEPACAM	-1.43666666666667
EHHADH	-1.14033333333333
RBAK	0.348833333333333
CGB1	2.615
ITGB5	0.7983
YIPF3	-0.00625
FKBP2	0.731
NR1D1	0.5656
TMEM110	-0.7565
NEK2	-0.704833333333333
PRAMEF8	-2.48525
C20orf52	0.172833333333333
PCDHGA3	0.1565
VWA3B	0.34325
NDUFA5	-0.544625
THAP9	-1.28425
FLVCR2	-1.29566666666667
AP1S1	-1.487
SMAD6	-0.8545
SAV1	0.1425
SAT1	-0.299375
ZNF251	1.31225
ADAMTS7	0.7641
RPP38	-0.0555
C1orf211	-0.8855
YPEL2	1.3896
RBMS1	-0.346
ZNF445	-0.0668333333333333
NRXN2	0.736833333333333
PGBD4	0.310125
UGT2B28	-2.5305
WBSCR16	-0.9279
NLRC3	0.06475
ASTL	0.5125
ST6GALNAC1	-2.64075
ZADH2	0.21825
MLLT4	0.602583333333333
ARL6	-0.801833333333333
MEF2C	0.6995
CBFA2T3	-0.246
AFF3	1.67164285714286
COG7	0.579666666666667
MYB	0.0241666666666667
PLXNA3	1.4815
XRCC2	-2.36883333333333
MMS19	-0.870625
ST8SIA5	-1.19025
CHPT1	-2.1675
KIAA1712	-1.13775
OR6X1	0.454
ACTR3	0.058875
UGCG	1.03083333333333
OR4P4	0.0725
ZAP70	-2.737
LPP	0.554625
ZNF485	-0.284
PTPRCAP	-0.1905
IL12RB1	0.36875
ATRX	-0.5518
CHST8	-2.18275
C14orf109	-1.42975
ARV1	-0.24775
NMB	-2.04842857142857
COX5A	-1.62016666666667
EIF6	-1.21375
MPPED2	-0.558666666666667
SEMG1	-2.2665
CHRDL1	0.5685
TRAF3IP2	-0.00525
WNK2	-0.936125
LILRA4	2.97166666666667
LAMA2	3.2615
PXT1	0.4385
RLBP1	-3.751
CD300C	0.05875
SLTM	-1.218375
FLJ10404	0.5545
APOBEC3D	-1.773
RENBP	0.599166666666667
ATXN7L1	0.31025
NID1	0.06825
TUBGCP3	0.129625
ITIH5	0.591666666666667
CCDC110	-0.73775
C8A	-2.5785
MGC87042	-3.03375
HOXC13	2.548
TFDP2	-2.15825
HCP5	1.052875
POLI	0.6785
UCN	0.109333333333333
ZNF764	0.880833333333333
C8orf45	1.80575
FHL3	-0.2525
SPATA5L1	-1.157
MMRN2	3.47383333333333
NDST1	0.319666666666667
COL20A1	0.389333333333333
ZNF248	-0.878166666666667
PELP1	0.563333333333333
MBL2	-2.56566666666667
RNF41	-0.118125
C5orf24	1.05475
THOC5	-1.14
SERINC3	-0.721916666666667
RP11-151A6.2	-1.36525
CDCP2	-0.09725
HIST1H2AA	-0.144
C11orf75	0.3165
FKBP7	-0.44125
DDOST	-0.79325
GPNMB	0.971333333333333
TTF2	-0.808833333333333
KCNT1	-0.170333333333333
SLC39A14	-1.26225
NGRN	-0.4077
GPR137B	2.179
MECP2	1.0625
PSMA1	-1.22875
