Hybridization REF	TCGA-C8-A12T-01A-11R-A115-07
PRSS16	-3.255125
KIF13B	1.06835714285714
PCDH9	0.7015
HIST1H2AH	-0.288333333333333
RBM18	-0.97825
ZNF626	0.506125
HEXIM2	-0.451
ITFG1	0.5005
TUBG2	-0.8535
SFRS7	-0.430666666666667
C9orf14	0.4605
EXTL1	-0.00775
GBP3	2.33616666666667
WDR5	-0.5165
RARG	-0.0433333333333333
MYO7A	-0.52275
CECR6	-0.8485
C13orf3	-0.914375
SFRS18	-1.37025
ACVR1B	-0.339333333333333
PSMD1	-0.3682
C7orf31	0.0476666666666667
ILVBL	0.1285
IFNGR1	0.77425
RNF186	-0.33525
NOL9	0.3095
MAGEL2	1.31725
SLC29A2	-0.1505
NHSL1	-0.764
RBMX	0.049
PSORS1C2	0.258625
RAD51L3	-0.0216666666666667
LCN6	0.63725
ORAI2	-1.04675
BRUNOL6	-0.5786
OR4K5	-0.124
CDC123	-0.27475
MSLN	-2.355
WWTR1	-0.356666666666667
ZNF700	-0.762833333333333
COBL	0.98125
PPP1R16B	-0.374375
GAS7	0.5495
MDN1	-0.224625
HAAO	0.9415
C9orf68	0.5845
TNFAIP2	0.012375
FOXN1	0.713
hCG_2033311	-0.4825
ATP6V0D2	3.2801
RPL41	0.234125
SLC38A1	1.372875
ARHGAP6	-0.642333333333333
ADAD2	-0.92
PHF20L1	0.202625
MCM3AP	0.0783333333333333
ST3GAL3	-0.269666666666667
SNX1	1.11816666666667
ELF5	3.8115
PARP3	-0.2755
RBM8A	-0.2865
LINGO4	0.313
ITGA9	0.207333333333333
ZFR	-0.08425
ACSL6	0.549
FLJ20699	-0.5632
DAOA	-0.371666666666667
FABP4	2.23625
KCNB1	-1.9055
CANX	0.3433
SLC25A28	0.748666666666667
ADIPOR2	0.0275
ECHDC2	1.83675
SMA4	0.104
FRZB	3.410375
PABPC1	1.30816666666667
DMRTB1	-0.338571428571429
APOBEC3G	-0.02725
CATSPER2	-1.85233333333333
CUEDC1	0.332166666666667
STARD9	-1.127125
CLDN8	5.076
LOC23117	-2.08
E2F6	-0.383166666666667
TMEM126B	-0.662166666666667
DPY19L4	1.785
GIMAP5	2.72133333333333
NDUFA9	-0.217666666666667
FAM77C	1.3425
CTPS2	0.7575
LOC51035	-0.285625
WDSOF1	0.141
EGLN3	0.374875
PITX3	-0.244166666666667
OR52E8	0.575
GRM4	0.3365
KLK1	-2.882
GPM6B	-0.769
RRAGD	-0.405333333333333
PAGE5	-3.4885
UCHL5	-0.897333333333333
ULK3	-0.543166666666667
AIM2	0.547333333333333
PNO1	-0.509333333333333
OR2F2	0.374
GNAT2	-2.3885
SIX1	1.5225
ST13	1.59533333333333
ZBTB44	0.22725
TIMP2	-0.12275
ZMAT4	-0.20125
GTF2IRD1	0.244833333333333
ZNF19	1.173
ZNF714	-0.646
RSC1A1	0.1735
C9orf80	0.26
PSMA8	0.3295
TMEM141	-0.521
COX4I1	-1.228
CTAGE1	0.7455
DTWD1	-0.27325
HSD11B1	0.677
KRT6B	4.6505
ARID4B	0.6405
LHFPL3	-0.2895
WWP2	0.34875
ZNF326	-0.0145
RGPD1	-2.046
CTSH	0.0526666666666667
FASTKD1	-1.32325
PAF1	0.4638
TTC9C	-0.30675
IFT57	0.7504
PRSS36	1.614
IL20RB	-2.1885
ZNF592	0.0755
DCTD	0.2703
CFP	-0.037
MFNG	-1.164625
JMJD2B	1.30975
ALDH3B1	-0.378125
THSD4	1.48866666666667
KCNJ5	3.21366666666667
LMNA	0.0978333333333333
TBCD	0.25475
ZNF250	0.4235
CASQ2	0.396166666666667
PEG10	-4.40158333333333
PRAME	-5.12093333333333
NP	-1.231625
TRIM59	0.596833333333333
ZNF12	0.3255
XTP3TPA	-0.147
SIGLEC7	0.7773
PANK4	-0.13825
FAM70A	-1.872
SNED1	0.835
HIP1	0.7123
RAET1E	-0.658166666666667
AMAC1L2	-1.2835
AHNAK2	0.166
TOE1	-0.927166666666667
RECQL4	-2.198
SPRYD3	0.82675
DPAGT1	0.703
MAGED2	3.3094
ANKRD55	-0.8265
TRPS1	4.12591666666667
DOK7	-0.78275
TFPI2	-7.61125
GTF2H3	0.210666666666667
CYP4F11	-1.262875
LHX2	-3.94966666666667
ATG16L1	0.144
ASB12	0.756
C1orf116	2.961
NF2	0.3798
POM121	-0.4867
PHYHD1	1.6899
TXNDC17	-0.110166666666667
DKFZp779O175	-0.29425
NUP62	0.979214285714286
MYO18B	-1.27083333333333
PRAMEF1	0.407
TCBA1	0.614571428571429
TMEM168	0.2615
FJX1	0.5
CLCF1	-0.1225
SEPN1	0.31625
IGSF2	0.92525
NUDCD1	0.388166666666667
TFF3	2.04516666666667
NDFIP1	0.983214285714286
CHCHD4	-0.48275
TNR	0.49
CUTA	-0.3785
USP44	-4.39825
DPP10	0.0723333333333333
IWS1	-0.2765
PCGF1	0.30525
SULT1C4	1.452
NTF5	-0.33775
PTPN13	0.04475
SSTR5	3.9135
SFRP1	-4.816625
IDH3B	-0.43875
SUOX	1.44216666666667
TMCO5	0.128
GOLT1B	-0.18425
MIB1	1.13614285714286
PCDHGB1	0.1045
SUSD1	0.147
ICAM5	-3.12616666666667
PAPOLB	-0.526
URM1	-0.2581
TMEM106B	0.200333333333333
LRIG2	-0.83325
SLC27A5	0.45425
CLIC6	0.7897
ZNF420	2.01766666666667
SCN9A	-1.4603
KIAA1909	-0.438
ELMOD1	-1.09475
PRKAG1	0.8665
FAM64A	-0.620444444444444
EEF1G	-0.1097
SMAD5	1.3395
INCENP	-2.3075
WASF2	-0.5365
GARS	-0.8519
CDK10	-1.1745
HLX	0.497666666666667
MDM4	-0.801375
ZNRF1	-0.411285714285714
HHATL	-2.0275
FAM21C	-0.0585
HIST2H3C	-0.16475
PFDN2	-0.620125
ZNF200	-0.2035
NDN	0.3775
HBA2	-2.9335
FBLN5	1.565625
PUM1	0.366071428571429
TNNT1	-1.52633333333333
C19orf59	2.14783333333333
HNRPH2	0.998166666666667
RAB7A	0.610666666666667
PMS2	0.06925
BIRC3	-2.07766666666667
NRSN2	-0.259625
OR52K2	0.275333333333333
SPOCK1	0.486142857142857
H2AFY	1.13525
RXRB	0.29775
ZNF638	0.3485
ANKRD45	0.40025
ACTN4	-0.1575
FXC1	0.193
EIF2B5	0.499
VPS33A	-0.195
PINK1	0.753875
FAM106A	-1.1115
SKIP	0.5595625
GAPDHS	0.06825
MUM1L1	2.15525
PSTPIP1	0.32375
CNTNAP1	-1.9619
CYP26A1	-1.2595
APOL2	0.8589
TACC2	0.826875
COX7A2L	0.0603571428571429
HSD17B1	1.467875
ARRB2	0.0785
SLC7A6	-0.8623
HSD17B10	-0.4055
RBJ	0.14275
NUP155	-0.8485
MRPL10	-1.288
CYCS	-0.896083333333333
CCDC46	0.466666666666667
TECTA	1.043
GNAL	-0.014
LPO	0.315
PEBP4	1.18225
DDX11	-1.5305
C18orf12	0.2865
TAF9B	0.680416666666667
IMP4	0.09425
RPA4	-1.76466666666667
NDUFS1	-0.9075
UPK1A	-0.855666666666667
ARRDC2	-0.549666666666667
C18orf20	0.9445
AES	0.941571428571429
CD2BP2	0.472833333333333
C16orf54	-0.175
UGT2B17	-1.7205
FGFR1	0.111090909090909
CEACAM6	-0.3855
CHRM5	0.8305
CERK	-1.017125
AP3S2	-0.0649285714285714
ANKS4B	-1.49225
CLCNKA	-0.140666666666667
ZNF208	0.506333333333333
HLA-DRB5	3.656
CARKL	-0.41675
GOT1	0.6585
CASP6	1.256
HOXA1	-0.3505
RCL1	-0.6885
ZNF181	0.888
RAB40B	1.619
MRPL38	-0.03475
LRRN2	0.27075
C3orf25	0.222
OR5D14	0.655
OR10AG1	0.695
BET1L	0.5371
FRY	2.2195
AK3L1	-0.06
CSF3R	0.9085
POLR3K	-0.890833333333333
ATG2B	0.316166666666667
EPS8	0.612333333333333
DARS	-0.482375
C10orf56	0.01
DAD1	-0.21775
RIOK1	-0.4065
HERC2	-0.67525
HSD11B2	1.15966666666667
FAM96B	-0.8385
MGC13057	-2.862125
BSN	0.99425
CAND1	0.487166666666667
HCST	1.229
ACTR10	0.157166666666667
OR8D4	0.355
NASP	-1.2187
COL9A2	-0.0378333333333333
LYZL1	-0.6785
GPC5	-2.868
TBL3	0.0358333333333333
CENTD2	0.1392
OR5AP2	0.2105
TLR1	1.257
LMO6	-0.17875
ZIC2	-2.48825
CPNE5	0.32375
ZMYND15	0.84325
FLJ22374	-0.2185
CCDC106	1.63275
PARP16	-0.25975
PDIA3	0.02
C14orf126	0.05375
CECR2	-1.4985
SFRS1	-0.742714285714286
FIGLA	-0.3775
DCP1A	-0.556833333333333
MGC45800	-0.6186
TEKT1	0.301333333333333
C10orf67	-2.302
CLN5	0.04475
NTN2L	0.2675
GLE1L	0.28725
CES2	-0.2136
GNAS	1.34188888888889
DDX53	-0.647
TSPAN13	1.81775
MRPL52	-0.9277
SPIRE2	-1.125
TAS2R39	0.6235
SCUBE3	-0.0785
UCRC	0.0394
CDKL3	0.03375
KIAA1715	-0.3376
ZNF345	0.8515
RTF1	0.166125
DHRS7	1.307
RIPK4	-1.0975
EXOSC2	-1.14883333333333
MS4A2	4.88725
FGF17	-0.52525
WDR59	-0.86975
EVI2A	0.3495
IL17RC	0.0346666666666667
HS3ST1	1.57775
ITGB1BP2	-1.6615
RBPJ	-0.9805
GIMAP1	2.564
INE1	-1.38183333333333
ALDH18A1	0.8605
TPI1	-1.18125
GATA6	-0.597
CABP1	-0.091
ZNF484	0.132
DAPK3	0.2685
GJB1	-2.75508333333333
PIN1	-0.369
SLC6A15	-4.61416666666667
CNO	-0.12525
RIN2	2.542
FRRS1	0.605
CYorf15B	-4.763125
DMRT3	1.506625
ATAD1	0.288375
OTUD4	0.514277777777778
ATOH8	-1.9615
ZSCAN16	0.551125
ASCC1	0.78775
OTUD3	0.313875
MGC33212	-0.0583333333333333
YME1L1	0.307125
RP11-218C14.6	0.71575
PCBP4	-0.4535
TNFRSF10A	0.899
CDH10	-2.66466666666667
KL	1.5525
SCP2	1.22241666666667
C9orf119	-0.2035
SON	0.448416666666667
MAFK	-0.3635
SBNO2	0.6185
SLC6A6	0.409666666666667
SC4MOL	-0.68575
FAM35B	0.750625
PPP1R9A	0.09175
PDZRN3	1.121
CXorf20	0.1615
C6orf126	0.95175
AVEN	0.025
FLJ21075	-1.7675
C14orf132	0.1465
PCK2	-0.576875
GUCY2C	-1.37
BARX2	2.10425
PEX11G	1.353
DAO	-1.48283333333333
C10orf49	0.525333333333333
EDNRA	3.45316666666667
PPP2R5A	1.0687
DDX39	-1.08216666666667
SERF1A	-0.1375
ASCIZ	0.7259
FNDC8	-0.3515
PTMS	0.28275
PHF7	1.6115
PIP4K2B	-0.0883124999999999
HHLA2	0.673333333333333
BDH2	0.6218
APOBEC2	-0.7935
PENK	-2.0778
SMAD9	-0.8395
MT3	0.35425
RGL1	-0.37975
ATG10	-0.738125
DLGAP4	2.06383333333333
APPBP2	-0.660571428571428
BACE2	-0.748
LOC339344	-0.958333333333333
ZNF395	0.6520625
HIST1H2BL	-1.1835
ZNF467	-0.25175
SLC25A21	-0.49575
PALM2	-0.309666666666667
NSUN5C	-1.28925
IL5	0.4947
CLSTN2	3.2685
ANXA8L2	0.7675
PTGES	2.26425
GDAP1L1	-2.0835
OPRK1	-0.125
WDR20	1.02341666666667
C12orf4	0.521
NUP88	-0.104125
XRCC6BP1	-1.1395
FCGBP	0.0402142857142857
LEMD2	-0.1895
NOMO1	0.1795
C10orf79	2.592125
ZNF79	0.7294
OCRL	0.298444444444444
HSPA8	0.945333333333333
DIDO1	0.75525
PLA2R1	2.0505
COG3	-0.4561
NGDN	-0.1285
CBFA2T2	-0.401625
PNOC	-2.347
PRRG1	0.538083333333333
AGGF1	-0.129928571428571
DPF2	1.28025
YIPF7	0.7555
TRPV5	0.275333333333333
ZNF322B	0.8435
MED12	0.343666666666667
CARS	0.727333333333333
ABCC11	3.58883333333333
C9orf25	-0.1695
MYH1	0.2295
FRYL	0.00433333333333333
AGTRAP	0.47175
MMP27	0.7895
ZNF432	2.261375
OR8D1	0.643
OR13D1	0.124
VWA1	1.693
STON1	0.39025
IL5RA	-0.60025
PERP	0.7984
C10orf107	-0.286333333333333
TNFSF12	1.3065
FN1	1.196125
MTR	-0.713833333333333
PHLPPL	-0.183
ZNF425	0.98825
DHFR	-0.174666666666667
PPP1R12A	0.2535
RSPO2	-2.4325
ZNF7	-0.02275
ZNF583	2.18475
TPMT	-0.371333333333333
GPR132	0.7195
OR2T12	-0.49025
SERTAD2	-0.5895
ATP1A1	-0.9042
FRMPD3	0.60525
ZNF672	-0.1745
PLXNB3	-0.317
EML5	0.513
FAIM3	0.3465
UBQLN2	1.16175
SORCS2	1.888
PRIM2	-0.7395
ACVR2A	0.773833333333333
YWHAZ	1.48241666666667
PGM2L1	1.464
GNAO1	-0.197928571428571
RPL10	0.1223
RPS6KA6	-0.901
PFKL	-0.550333333333333
SH3D19	0.491875
AURKB	-1.46516666666667
ZC3H6	0.28825
DISC1	0.0255
FLJ39660	-2.28733333333333
TMEM25	2.296125
OSBPL10	0.214
CLTCL1	-1.15533333333333
ALG6	0.387
CATSPER4	0.532
LRTM1	0.904
RRAD	0.460666666666667
TIPIN	-0.77125
CARD14	0.959
RBM9	0.487333333333333
RASSF4	0.01875
SLC25A18	-0.709
C6orf58	-0.685666666666667
IGHD	0.452
PLA2G6	-0.4385
TPT1	0.712875
SEC63	0.7051
CCDC113	0.7664
TDRD10	-0.514375
KIAA1666	-0.92175
TOR1AIP1	0.0613333333333333
SYTL4	0.172833333333333
SPRR2F	-1.3575
CEBPD	1.84925
SNTG2	1.76575
C20orf77	-0.926666666666667
TAS2R49	-1.0595
C6orf173	-0.9255
SVEP1	0.905
PXN	-0.291928571428571
VIL2	1.2925
C5orf21	0.993166666666667
DIXDC1	0.40975
GANAB	0.0463333333333333
PDSS1	0.01
NGFR	0.258125
ATP8B4	1.67475
BMP8A	0.5815
CCDC132	0.3555
GNRH1	-1.55775
OR10T2	0.15175
PDGFD	3.00616666666667
OR6W1P	0.029
HARS	-0.0598333333333333
KRT77	0.393
AQP8	0.49125
ITGB1	0.694
ZNF254	0.221
PAX1	-0.00016666666666667
PSMC4	-0.2988
ANKRD22	4.528
PSMD8	-0.294
HTR1E	-1.277
SOX10	-2.4988
OR5B2	0.1155
RABGEF1	-0.496071428571429
MAP1LC3B	-0.0515
CYB5R4	0.8675
AGXT2L1	-2.0685
FLJ41603	2.65716666666667
TRAPPC2	0.620166666666667
FNTB	0.4763
FLJ14107	-0.314
AURKAIP1	0.199
DSE	2.15825
NFKBIZ	-2.26216666666667
OSBPL3	-1.464
LOC130576	0.832
SLC39A9	0.5115
LOC137886	0.390416666666667
RHCE	-2.403
ATG7	0.408833333333333
FAM82A	0.619
FBN3	-0.132
MCFD2	-0.877666666666667
CASP14	-0.4385
EPS15	0.110416666666667
SFRS2B	0.551666666666667
C19orf47	0.384
PLAC9	0.0755
GPR23	-0.258
BTNL3	-0.0821666666666667
RGS8	-0.002
GNS	0.89975
ENO2	-1.62466666666667
CBX1	-0.8139
PEX26	0.3475
LRP5	-0.112333333333333
ADAMTSL4	-1.664
ARR3	-0.052
MAP1A	0.79725
CD2	3.291
NAV2	-1.2056875
TMEM69	-0.31725
ATXN7	-1.27483333333333
CHN2	-0.863
ZNF781	-0.1935
HAS2	-2.215
KIAA0241	-0.132833333333333
BIC	1.80275
MOBKL2A	-0.02975
CYP2C9	0.511
CNOT7	0.846571428571428
SFRS10	-0.44625
CST11	0.4805
FLJ37543	0.709
NKAP	-0.31275
RUNX1T1	3.182
EAF1	0.6862
IL4I1	2.511
LRRC61	-0.3575
PSIP1	-1.78525
SPRR4	0.6725
ZFP90	0.679333333333333
AP2B1	-1.39276923076923
SLC30A7	0.423
C7orf28A	-0.101833333333333
S100B	-3.492
BMP2	-1.79975
ESR1	1.85425
ZFPL1	0.67175
ARHGAP12	0.26575
LRRC19	-0.295666666666667
ZNF767	-1.00116666666667
NACA	0.5618
OLIG1	-1.139625
PRF1	1.48825
LST1	2.34316666666667
SPATA9	-0.111666666666667
CNFN	-0.0185
CDK4	-0.6526
TCF15	-1.842
PARC	-0.3405
PPM2C	2.84775
LOC283345	-1.1465
FAM107B	1.0345
DMXL1	0.19025
RBM3	0.578375
HTR5A	-1.584
SCFD1	-0.147833333333333
EPHB3	2.143875
ROPN1L	-0.0266666666666667
RAMP3	-0.99275
TSPYL5	3.872
GAP43	-2.179
PAPD4	-0.378
PDE3A	-1.6775
TNFRSF10C	0.01775
JMJD5	0.942666666666666
RASGEF1A	1.1438
C16orf65	0.2498
HIPK3	-0.512
XYLT2	1.2735
XPOT	-1.06783333333333
GAL3ST1	-2.23175
DHCR7	-0.93925
AMIGO3	0.0258333333333333
FGFR4	0.383166666666667
CRAT	1.387875
PPP1R14D	0.5105
TRIM14	-0.494
TMPRSS11D	-0.059
SLC7A11	-1.79471428571429
OR10H2	0.2585
PPM1E	-0.0913
DOCK4	0.4585
FAM127A	-0.054375
ENOPH1	0.5275
SLC5A3	-0.1222
ZNF530	1.7515
NTS	-6.30475
FRMD4A	-0.00875000000000001
BCL11B	-2.73466666666667
PRM1	-0.58925
UQCC	0.4549
S100A16	1.38233333333333
PLS3	0.64375
WWOX	0.233785714285714
CCDC23	0.271
GTSE1	-0.794666666666667
GP2	3.34
FLJ32549	-0.000500000000000008
CHIT1	0.88075
KLF9	0.671125
RPS24	0.6218
MIA	-2.562
FIGN	-1.0515
PYROXD1	0.290375
PCSK2	-0.584142857142857
MRPL9	-0.5415
RPL24	0.02125
C12orf32	-0.098
HIST1H2BE	-1.1725
RGS18	3.0135
LFNG	0.455625
RAB4B	0.1739
FBXO25	1.22483333333333
TSPAN31	0.208666666666667
ARL8A	0.150571428571429
C10orf83	-0.1093
OR51B6	0.592
CNKSR2	-0.04025
C1orf156	0.35125
IBSP	2.02
GFRA2	-0.131
ALKBH7	0.3175
NEK10	0.10875
VN1R3	-0.414833333333333
LOC91948	1.102
CPZ	0.0415
IHPK3	0.239
COL8A1	1.1455
RBPJL	-0.082
OR10A4	0.06125
CASP8AP2	-0.578875
MMP12	2.46883333333333
OR8B12	0.593
CDCA5	-0.3615
LIX1L	-0.772
PEX11B	0.59375
GABRA1	0.8075
HABP2	0.1225
REEP1	2.14383333333333
FBXO15	3.13725
CD68	1.19525
WFDC9	0.109
GHDC	-0.614333333333333
SMARCA1	-0.6045
SPAST	0.696
PLXND1	0.444083333333333
MLCK	-1.597
INTS5	0.388166666666667
BSG	-1.03442857142857
PARP8	-0.3285
TEAD4	-0.0981666666666667
ZNF498	-0.72225
TMEM89	-0.493666666666667
DTX4	1.193375
TNRC6B	0.232
ARMC2	0.5755
FGFBP1	-4.136
TIMM8A	-1.43266666666667
AJAP1	-1.8753
ZNF608	-1.377
SLC25A42	-0.652125
SYP	-0.0561666666666667
MMP11	2.94183333333333
USP40	0.2496
C3orf62	0.692833333333333
MYO1E	0.7873
LRFN4	-0.6475
XCL1	0.0481666666666667
GPR155	0.3875
VPS29	-0.3715
CARHSP1	-0.81025
ARHGAP20	0.461
GREM2	3.19257142857143
CCDC102B	3.227
ZNF577	1.71833333333333
HDDC2	-0.495125
SHC2	-0.4942
NCOA5	0.9905
INPPL1	-0.477
CHGB	-3.1766
IHH	0.8425
DDEF2	0.0388333333333334
DIAPH3	-1.50395238095238
BUB3	1.08866666666667
GGH	-0.438888888888889
VPS35	1.0485
CNN2	0.776166666666667
ASNA1	0.1835
WDTC1	1.22675
AMAC1	0.0475
HAS3	-1.65016666666667
SLC1A6	-1.10716666666667
ZNF563	0.4385
C1S	3.69125
TCF7L1	-0.813375
OR10Z1	0.552
ME2	-0.2888
C6orf151	-0.61825
KPNA4	0.0102
GLO1	0.1145
WDR61	-0.137666666666667
CD302	0.414
SIRT7	-0.111666666666667
C11orf59	0.797
PKIG	-0.1035
PPIL3	0.04325
CCDC74B	-0.930625
ZNF528	0.54975
EFNA5	-0.3715
FCGRT	2.166
NOL4	0.9663
CCS	-0.05625
LOC374491	-0.63125
MFSD7	2.8305
ZNF555	0.4395
LIMS3	-1.2975
TSSC4	-0.0681666666666667
COL11A2	-1.554
C1orf119	0.616666666666667
BPNT1	-0.120125
CHRNA6	1.451
C1orf173	0.2649
PLD2	1.33325
ORC1L	-1.88875
SASH1	1.2775
CDC14B	-0.696875
RLBP1L1	0.4645
LDLRAP1	0.5406
NAT8B	-0.616833333333333
HHEX	-3.2825
LGALS7	1.60325
PLCH1	-1.2015
OR1M1	0.584
PRAMEF16	-1.101
HECTD1	-0.2505
C14orf39	-0.8625
TLN2	1.2362
HDAC4	-1.83057142857143
SYCP2L	-2.495
GLRA1	-0.133
RPS6	0.29825
hCG_1757335	-0.197
KLHL1	-1.006
CTNNBIP1	0.746166666666667
SCAND2	-0.3922
HMGN2	0.0783
YAF2	0.0695
BRPF1	-0.0935
LIAS	-0.2055
CTA-246H3.1	-2.533
SAG	-0.806
C20orf10	0.1915
HNRNPA2B1	0.234666666666667
GADD45A	-1.0045
MSH4	0.287
TMEM70	-0.076
HIST1H2AM	-0.767
C19orf26	0.129833333333333
C1orf50	0.10475
GNG3	-0.288
FTO	0.28675
CALCB	2.2805
PPP3R1	-0.155625
C15orf42	-1.167
CCNJ	0.57125
GNAZ	0.357066666666667
PSD	0.2725
FAM57A	-1.0225
STIM2	1.2545
DHX8	-0.74075
MOGAT3	-0.4005
UBE3B	0.860833333333333
PLAT	1.147
C6orf206	1.166
COPE	-0.2704
EIF3A	0.687875
C1QL2	-0.476
IQCE	0.862083333333334
KIAA0182	-0.274083333333333
SLC22A7	-0.2325
PPFIA2	1.755
ADAMTS15	0.6105
ODZ1	-0.7055
THBS4	2.36866666666667
ARHGAP1	0.762
B4GALNT3	-0.0576666666666667
FCHO1	-2.144
LOC440456	-0.137
HOXD10	1.21033333333333
CXCR3	1.43666666666667
CHI3L2	-2.375
SRPX2	2.34925
ZNF132	1.49266666666667
UBAC2	0.00916666666666666
RPL32P3	0.6065
CBWD6	0.6755
ST6GALNAC4	-0.777
KIAA0391	0.415
LOC388969	0.97875
KRTAP5-8	1.32183333333333
ZNF786	0.33925
LYVE1	2.23166666666667
GPR144	0.1595
APOH	-5.884875
TSC22D2	1.345
PLCD1	-0.74175
FLG2	1.306
M-RIP	0.5001
NDUFV1	-0.92375
POLDIP2	2.134
RAB3GAP2	-0.037
RPSAP15	0.64175
CLEC7A	1.8625
HSPA14	-0.3415
TAAR5	0.1915
FAM132A	-0.103
C2orf43	-0.68875
OR10V1	0.54
SELPLG	0.179
C1QTNF6	0.783
OPCML	2.3212
DTYMK	-1.1305
ALDH16A1	1.319875
F13B	-3.4135
MGC16169	0.73
KIRREL2	-2.31933333333333
C14orf32	-0.5215
SLAIN2	1.822
HSD3B2	0.22
AMMECR1L	0.3204
LRRC37B	-0.9805
HMG20A	-0.333333333333333
C22orf27	0.9852
FBXL22	1.0905
AP1B1	1.01466666666667
TNKS1BP1	0.7595
CD74	3.63875
HSPA12B	1.56466666666667
PLSCR1	0.3745
SLC35E1	0.297666666666667
FEZ1	-0.31675
APOD	1.011125
C16orf44	-0.609
C1orf166	0.2855
KCTD11	0.28
NELF	-1.2195
SRP54	0.2945
MGC35361	-0.27975
GPR35	-1.2505
NRGN	-1.144625
SIGLEC12	0.921
SCN1B	-0.1505
IFNW1	0.0535
STAR	-4.9545
HLA-DQA2	4.18466666666667
RNASEH2B	-0.74975
TAAR2	0.4625
VAMP5	0.00616666666666667
TUBA1C	-0.149642857142857
PIK3R2	1.023375
ARD1A	-0.298166666666667
EBF2	0.35
CAMSAP1L1	-0.15675
CYP3A43	0.10675
AKR1B1	-1.6385
KIAA1729	0.07775
KAL1	1.434
CYBB	1.06275
UXS1	-0.08225
LOC338579	-0.718
C11orf45	0.48525
SHB	1.199625
IKZF4	0.09025
NDUFA1	-0.6645
HSPE1	-0.0385
C1orf215	0.0715
GPR113	0.333333333333333
ZNF573	0.05425
TBX18	1.5035
GGTA1	6.406
PCDHGA8	-0.846
RPS6KL1	0.086
DPP9	-0.05525
SLC43A2	0.193
COPS3	-0.3095
PMPCB	-1.0805
HYLS1	1.206
LSM8	-1.34866666666667
PDE6B	-0.448625
C10orf118	1.6248
OR1C1	0.610833333333333
ZNF415	2.281
OR2F1	0.37475
ZDHHC13	-0.059625
FZD8	-1.3834
TCEA1	0.2579
SUSD4	0.529375
C22orf24	0.4845
TNFRSF14	-0.65
TRIM28	1.77166666666667
FGF5	-1.36725
CSPG5	-0.4915
RNF133	-0.628
FKBP15	0.24325
BZW2	0.042
NSMCE1	0.51075
PTPRN	1.002
TST	-0.814125
POP1	-1.3125
RNF24	-1.39033333333333
SFRS4	-0.246
REPS1	-0.33225
CD70	-1.77183333333333
PDXDC1	-0.240125
SRC	0.3594
NTNG1	-1.74866666666667
SETD1B	0.657
TINP1	0.083
ZNF606	3.62133333333333
SSR1	-0.52
RGNEF	0.1394
NFS1	-0.484666666666667
CENTB5	-0.6695
CRMP1	-0.8235
ADAM18	-0.43825
CCDC87	1.2335
LRRC8B	-0.12
CSNK1G1	0.700545454545454
MAFB	2.99883333333333
C12orf45	-0.59675
C1orf54	1.839
DPEP1	-0.560333333333333
FLJ13137	0.522
C14orf118	0.8245
ANKRD19	0.246083333333333
ABCA9	1.7575
TMEM87A	-0.0317
BBS5	-0.0954
CYP17A1	-0.366571428571429
SCG3	-4.07016666666667
ESCO2	-0.07975
GFER	0.02
NRIP2	-0.389166666666667
DDX59	0.815166666666667
RIC8B	0.4924
TNNI1	0.5225
KTELC1	-0.155166666666667
GPR85	1.25166666666667
SP3	-0.271875
GOSR2	-0.167666666666667
DDX1	0.32875
DSCR9	-0.2075
KIAA1984	-1.295375
FLRT3	3.19275
RNPS1	-0.4785
ZNF772	2.5625
SLC25A10	-0.210333333333333
ADAMTS3	-0.6918
TBC1D7	-1.45225
PCYOX1L	-0.29575
LOC339745	2.17325
VPS54	-0.76375
PCDHB12	1.307625
C4orf6	1.1085
CCL5	2.40225
PEX5	-0.011375
LENG1	1.35983333333333
LOC51336	-1.48425
FLJ25371	0.809
WDR45L	0.0781666666666667
SPAG8	-0.869666666666667
GUCA1C	-0.073
LOX	-0.0698333333333334
FIZ1	1.285
BAG5	0.555833333333333
BUD13	-0.854833333333333
MGC2752	-0.896625
IQSEC3	0.042125
TGFBR3	-2.62925
CASP9	-0.541625
PPA2	0.228
MED24	-0.33175
MAP3K7	0.134
SRPR	0.6245
C17orf81	-0.1525
RIPPLY1	-0.6545
EID2	-0.137
AKR1C1	-3.98116666666667
IMMP2L	0.558125
SPSB4	-0.6215
BAG4	0.62425
ZNF32	1.74516666666667
KLHL34	1.1015
BRD2	0.604625
IL32	0.0156666666666667
FAM53B	0.725333333333333
SLC7A1	-0.03775
KAAG1	0.2775
CCDC54	-0.3615
PRKCQ	-2.036
TIRAP	0.592125
SPSB1	1.56683333333333
USP36	-0.905
FLJ32569	-0.283
LYZ	-0.17875
TMEM186	-0.720833333333333
TPM2	1.17566666666667
C9orf100	-1.0145
PPP1R11	1.0734
OLFML3	2.1799
ELAVL1	-0.815083333333333
DNAJC17	-0.217
ABCA2	-0.8705
BNIP3L	1.2665
ATP10D	1.794
GALNT8	-0.2505
PRKCH	1.42525
USP12	-0.26575
STXBP1	-1.5971
LSM2	-0.381166666666667
ANKRD30A	3.4025
LAP3	1.0235
C9orf40	-1.736
KATNAL2	0.8195
RG9MTD2	0.70825
PNPLA7	-0.67475
IDH1	-0.4865
C1orf57	-1.9705
XRCC5	-0.0899
TBRG4	-0.75875
DCDC5	1.06966666666667
POU5F1	-4.062
RAB1A	0.263857142857143
KRTAP15-1	0.358
INHA	-1.57433333333333
